Log_ID,Account_ID,Agent_ID,Institute_ID,Institute_Name,Issue_Type,Description,Date_Issued,Date_Resolved,Duration_to_Resolve,Region,City,Foreign_Issued_Date_ID,Foreign_Resolved_Date_ID
34230e59-3314-45ec-8fbb-f560f04c423f,fed56e64-8e4c-4223-af37-6186a512eeb0,09848cc2-3bc5-4794-86c1-a0997c7ab299,b906cbd1-3d5f-4b3a-864f-8c514853d087,ORANGE,Network Issue,Guy catch Congress defense quickly manage somebody college Republican.,2019-05-26 06:15:56,2019-05-27 05:15:56,23.0,West,Buea,cbdb22145abb9780b81ad9c2a6e49d7d1cc3a8367bd9eb54af06ddaf4989a50f,40042a0b15821adfc78f3d600a6c7c5e75dbc27d6103c6282e0253b3090a6317
d3471ca1-abfa-4ec2-b37b-e98d1e418758,39e527d3-be79-4877-a5db-f37bb8412003,e3092c22-931f-488c-9cae-4bc039a958e4,6546e5c7-c93b-41dd-baa4-2f895a8c4683,ORANGE,Network Issue,Since this which activity at knowledge design special off able major late land.,2015-11-20 09:12:34,2015-11-20 22:12:34,13.0,Northwest,Garoua,d8a9ae68e9ad6fb5f38385491de66a10fe39f872fc2e3fc56cb6b0229ac20491,6968a60de7c3f6a85f73eec9ad5fb8e3b80b55bdb95f9095a2c04581e47dee7a
f8cfcf6e-f50d-4d81-a606-311ec88a15e2,21f5f089-b92a-4007-a884-0937da5be59e,f59bd070-211f-4df5-89f6-5ba294f06bab,7e829663-f916-4b22-b830-21b293b45ece,MTN,Billing Issue,Anything tough performance institution until pretty but trade offer guess table.,2016-12-26 09:43:09,2016-12-26 20:43:09,11.0,East,Ngaoundere,c8676d95e5442645bff6a7c60f5395a4949c1901b9647c24d3927bde4eba9609,0d694cccb269bef9aed8cc7c2df9fedc57bd7cc99bf5fe410d459ce2b29c2a4f
0d051629-0c74-4517-b14b-b093a8228968,a5d7346f-6683-4f1c-8f8c-118a24b9fb35,f1db7f63-0ada-49f8-a97b-658965627956,1daea3fd-7000-4fe9-b74a-ff585c0d063e,MTN,Billing Issue,Against both significant region standard teacher factor suddenly create become yourself sister family.,2018-09-03 08:22:01,2018-09-03 23:22:01,15.0,South,Ebolowa,3230fd2636b9eff10b3ee6ae86b38cfb84f3a168493e8b9ae1715969c33bfdea,386098a60c13b3b5e13751ed267af6c2278f46cb7a39853a16a0476a9b1ae846
31eeba12-0414-4428-8bb9-12dc321114d8,f613ed21-0748-46cc-8660-79f92a032c21,6c3d7df9-5fee-49a4-96f5-703880108f49,4eef4d2a-7477-463b-bd8c-9ea88b315d24,Camtel,Network Issue,Material why focus main suggest military they fly available by evidence north.,2017-04-09 12:51:57,2017-04-10 07:51:57,19.0,Adamaoua,Bertoua,fc669e6f9d00013e1c0bbb391ef8c26bd0c0f6c2c0a768939b854859712cf18d,0a29f4241c2cc2315fb40f775d56fcd53b98f8e32311410e6f05fbfccae53c3d
80606e0a-2b3a-4b11-a577-09c0cf7f58ad,01ee6140-268b-415e-8fd7-beab698101b6,d859dd9c-3cda-46ae-b2e1-8f299f83b0b3,491c1958-1d15-4afa-960a-6914d9ed4cdf,ORANGE,Network Issue,Important me same line nice message.,2022-02-23 14:52:07,2022-02-24 01:52:07,11.0,Central,Limbe,97461a1f69fdb56a874746cdf3e12e43fd707d0b08c6052150491a982e5423d7,4c6d8b949a7ee631877c8a1f974a17408176e3a95bff31fd2f9e27a8db531497
79572117-703e-4cc0-9532-8614ca88ee4c,7fc48fa3-7f91-4540-b32f-5ee06f44aea8,6ade91c3-5120-45d6-b656-f16f29d320fd,ca863e27-94aa-4370-91a7-9f57401bbb0b,MTN,Service Request,Reach feel or cup available high of apply.,2022-06-18 22:13:58,2022-06-19 10:13:58,12.0,Far North,Garoua,993176355a5840ce1e9dcd6485da5e74cafb839c8d682e6544bb32d6c46c0417,c7cc710a40feae7c4a2d7759f909624dfd3f465f3f8ba361b1a8e98848a3617c
19172a2a-81f1-43b2-8abc-c27dd34fcff4,7c653faa-439a-4768-afb8-e7442261b612,5398cbbc-4c39-4074-8790-c5744bbd105e,5fe7b123-6dd0-47c3-964f-7c6909b1b16b,ORANGE,Network Issue,Anyone condition board learn build employee image education same watch success where.,2024-10-10 04:07:52,2024-10-10 12:07:52,8.0,South,Douala,57133d1a970a26d710a0f2f355dc2cd93826cc8500079b965fe60af71bec1793,3e4a8030322d01387ef62e94e8b1d06c404bde7c54b552e4c4503c1908cb3a98
ca4196f6-5ca1-4873-96da-dfe3500b148c,97bafbb4-cd39-4bcd-abe0-21c4409ccfce,4eee2f1a-2182-434c-aa3c-c3fa5ace6cf1,6cd6509d-aeea-4c2e-ab0c-dd40a3f444c2,UBA,Service Request,Could great person skin big all another when place walk.,2023-11-25 06:13:30,2023-11-25 10:13:30,4.0,North,Maroua,7e051982fe410716b9d695d0654d26edca80f6e5420fa25cbbf17dddd34e0ac7,dd98fc9d2276b21ffb510bab4fb0bcb09923568688a7a86ed9b1d0bfb229b0c9
309f24a1-5722-4038-96bf-0baed215e47f,8f859c5e-5e66-4334-9616-f120e55781cb,8b03cb59-33f0-41d3-a16a-5b03160b62bd,795ee71b-6151-47f3-bc04-16d721229b7a,ORANGE,Service Request,Matter hotel land read happy professor according.,2021-09-25 21:34:40,2021-09-26 10:34:40,13.0,Littoral,Yaounde,ef51eb34558a165cfce8568d538057dcf080842963d907d1cfe732960c2a02cd,de6781911ea4c500b48925124be3bd1c1813606d7607aafd85bd779da2519d81
bbfaac4c-9d14-46d6-9bce-648429cf4232,04ed97e2-f45b-4629-b8bd-f085ac42e928,5e86aa0f-c510-4270-9bc8-77f1d24da8f9,561747dd-e943-462a-9571-1eeefa8dcf36,MTN,Network Issue,Card save reality trouble wish past idea reality perform notice.,2017-03-13 07:23:12,2017-03-13 16:23:12,9.0,Far North,Buea,bac5568840a111189b7d8ecb907d29712fe4c658df2c0b4ea5990079f7fee382,9fd814a8d9d3b693eb5de5ebb6cacecb1c1212625281f01156303cc8b5f1946f
34cfe059-0bcc-47e4-b9e4-8b8b85fe1b7b,7dd5f615-b7af-4169-bdbe-e8efbf1cce66,074aa41d-9abf-4726-b0b8-cd108200d5a8,a9923de4-1636-4bd6-ba3c-8f6a32d92612,UBA,Billing Issue,Not have just carry entire onto rest fish born sign lead nearly.,2019-11-07 11:28:51,2019-11-08 06:28:51,19.0,West,Garoua,633a806c2faccc88a803cfe4dd5ca0f9e0dbc0c54ee37ce7f049012720cf9344,8d885487543a965200801d919b73cb60679268d5c8183f000debae3d5dd363f2
7660b07f-6289-490d-b0d8-43ddb4a78962,22a4edac-9ae0-4725-829e-a4efb37a8ca8,071d15de-2080-4d40-9671-4dd9e492730f,7c734f67-df87-4482-9934-f67ac6ce8823,Camtel,Billing Issue,Story draw become program training mouth nice executive several sound on.,2020-10-19 12:50:59,2020-10-19 23:50:59,11.0,North,Yaounde,374c65f184effa7e6d84016abb08cb97c4379e4da804936ab30f882a8a6888ed,265dccbd729c40e6c51bb0026d3640d888eca49e3d3e770faa838a39960b6f03
0a99a631-50af-4685-9784-dff0cd52b161,b99c187b-d2f9-427d-8d34-f298db81fe3a,450e7a05-3812-4b0e-a075-bb653c1d16d1,a0ecc907-1d3c-4cb9-b879-f14df3464077,Ecobank,Network Issue,Music go model safe education property onto dream.,2021-02-11 17:41:45,2021-02-11 20:41:45,3.0,North,Bafoussam,6227691753754be5026402edbff96347109f4b122caedafe5f6c9e0ac555b0dc,5ebfe0f091c51d58365ec59ee2dd88bea9d227ce27959adb6b5285d57eeaa32b
7b61fde8-8868-41de-ab96-0bf8cf8c0e6c,e9c1a4d0-23e2-4fee-9e50-24b22679974c,03956bfe-ae95-4cf6-8628-7d3c3bfe20fb,cf97d766-2047-402a-8fd9-dd11bbe46495,ORANGE,Billing Issue,Parent truth leave grow TV truth least great inside.,2021-03-19 07:59:45,2021-03-19 13:59:45,6.0,Far North,Bamenda,6712d5ee9f62ed8a36ad45c26e15dd8e3731317240f2fc30b2e446b2ff99fe80,da8da95d1a30fec14077ba084203cb365073f9c276ea0acd4f75561880537431
393434b4-bbe1-461f-af4e-96531d16f963,10cca846-f1ee-432f-845d-98b681aa784a,644ac725-8a90-4dd4-a8e2-34476c36dde6,22110047-a7bb-471d-a57c-99c6db310ae4,Camtel,Billing Issue,Run nice exactly wait our society responsibility their network cup book.,2021-05-20 14:26:41,2021-05-21 07:26:41,17.0,West,Yaounde,2ecd973fc33b4c329fdad7f15c5ef04932f5583b3acb65ab21168a1054fa6a67,3d549de194454cf001425ef2b19c6ddf9353f35a9c63da9f17852106d04c321c
dc618cf1-6b8e-4687-b470-d40c1e4c3db0,f0b18cb5-676a-456d-b1cd-464c121fd1a1,3e945ebc-c0dc-4c17-8120-cb47507a40e2,da8691df-e8eb-4629-8280-690e91b8f913,MTN,Billing Issue,Tough stay contain technology former truth several threat.,2016-03-24 13:55:58,2016-03-25 05:55:58,16.0,Littoral,Ngaoundere,4325e2e162007978b2f4e6b3938c45d6030bc1ba5b1a0b1a8d50ec5eabf2a80f,a328af1e593602fc6b10f53d5c3525a8d8249d6ab2cc64d9234a2d90f26f46e5
e80db32d-4fa5-405e-a93c-573fc0590ba4,7ed34520-66b2-4268-bf9f-f645d20b926c,4a6d8fa4-d619-4baf-a7fb-f6f3461d249c,e51c17db-fa07-44ab-864f-8f6a6cc72451,Camtel,Billing Issue,Partner former exactly game standard enter nor course cut detail protect way.,2018-10-30 03:20:18,2018-10-30 10:20:18,7.0,West,Bafoussam,742b012de9e3080eb72a046a817a79412b26c4d0e6377932780aa445030b6873,328b57bbe7704a3401821c3b3e5bfedf1bee751d15b260cad22ca9185e77a516
9d1806ef-5d18-4042-9f6d-2791f81bb5a5,a977692d-14fe-41ad-85b8-af588d15a989,32694070-2ea2-441f-8a87-820581f3ce3d,547c255f-7aee-47aa-a5df-df40fae0ebfb,Camtel,Network Issue,Congress society quality build above student just see message item international field.,2018-08-31 03:58:37,2018-08-31 11:58:37,8.0,Northwest,Bamenda,6619e105ff36821d235146bc0eae15f7b5d4aa0a2a240b3cb1a36ba5974ca787,43d1e8f815171aec5040c05a850aebcf19d49962f9e8a1144f0a31f7b363a3f5
2a5a202e-4a1d-42b7-8db9-8e3a2151acdc,42096006-2f3b-4b54-9a49-e6a9fb9ad0c7,d965b3f0-0ca3-49e8-be02-389a78375333,928688fb-34d3-437a-9469-2a9caccf9e96,ORANGE,Network Issue,Hotel class box paper center ago product central cup democratic house.,2021-07-18 11:19:59,2021-07-19 02:19:59,15.0,East,Maroua,c153b53ad6b21a4ce6e8b280054fb0cdcbbb2b80445d4d7d8c343c9876676b7a,b3d70463187a08542c6a70d1655d7a4a451567a5126c01c1207164810680c8fa
ff80ee5d-4d3c-4be2-b9af-9458331cf5c5,55f310c0-2525-401f-a245-4b36615059c1,8888ff6d-0717-448e-b1e9-5db0a497fcf7,5bd4aaa1-76c5-43f8-8fbd-290d28ded0cc,MTN,Billing Issue,Early great eight summer in big sport artist wall rather baby who.,2020-03-31 07:56:15,2020-04-01 01:56:15,18.0,Northwest,Garoua,c842e62ad473b4c1ba4bbc6ed6b760d004edfd947689efb45d997b0e967dc531,0b1d3a95f889296cfd149f003749df909749e6cfd2c526212c10ed7709584278
0a62853a-1a13-4a36-80ad-aa532f9efef2,d6793dc7-45a4-446c-9e22-f9eb9a98e637,b5e5ffaa-d379-4536-a4bd-aabbb0dc9a08,1e254407-34ae-424e-9b01-b75ab4a4abd3,Ecobank,Service Request,Buy six rise today none who outside attack old stay house.,2020-08-20 22:39:59,2020-08-21 14:39:59,16.0,West,Douala,51c622baa0af58fbde66ecc88f0c74dcb0153ea568aaa6fb9456ce63072c01db,5fcd27d4bc7e7486752f1a0888773688fc71cdfec1583a5e3c749514bd5e051f
23a19746-b738-466c-8f8b-cd4ffa9d4660,d509ca1c-a6da-4935-85d8-4c51e3643a77,2a9a435d-3f92-4d59-9b92-ab9bf4840baf,73597121-a111-477d-95f9-53c51ab738b5,ORANGE,Network Issue,Suffer language store miss small we often on whole girl occur agent address.,2023-04-14 15:31:25,2023-04-15 01:31:25,10.0,West,Douala,b2334eef44baf347056d079e2caa669786d03ac4c47768680ca77f940504fd45,bf1f1f0e9ca49518141cefa64cb3d15c2358ac0c8ced28dac87aa72e25f00afd
7aafdfcf-c840-4835-b66b-46d4a869fcda,00c197b3-6002-47a3-9f40-473473768bc0,fac518c2-80e2-4e4c-8f32-23b77f79c666,cd1cb434-0d6e-4604-9267-ae147000c208,ORANGE,Billing Issue,Product both look every easy middle west office down dog vote individual.,2024-08-08 07:45:40,2024-08-09 02:45:40,19.0,Littoral,Ngaoundere,1e5e9f15e2ea28ff09a0c2d53078ca5060747fc7736ae5632e7a2c531ab84ebf,c166fa237619a9a85061cea9e52918474cfff1967c173198c8314f8f4bd21d86
ec1f2e64-ce54-43c0-b148-4869479c2a6f,f46fe416-7c66-4fdf-ac7e-5cb5fcc63e37,7f1e41e4-4654-4057-a416-b0e5cd93b8fb,1d14a182-92b7-4e6a-91fb-5af56bcb78f8,Camtel,Billing Issue,Large employee night listen able although other I either side try reveal alone.,2020-01-04 19:06:51,2020-01-05 13:06:51,18.0,North,Ebolowa,57d0b41033aeb724f6d588f03023f415f97bf11055df6baa380b763656e72dbb,d8767235b506dd698bfa84c43d296cf67452d3554638353ea2853cfb14366974
2e15b051-2513-44c2-9911-48af13ce3888,07017ec2-88e5-438a-9c12-79d66cb82456,9f8f2797-8b16-4a19-93a2-9afdc360f513,b9eb4277-2a4e-4cc6-a3ff-26d948499425,ORANGE,Network Issue,Explain hold investment or although save card decide body future unit decision do.,2024-10-16 13:56:57,2024-10-17 11:56:57,22.0,Littoral,Ngaoundere,5c07a50eb87cdde53165746b74436f68ec9fa7b65cd9de23256ef313a4eea10d,7e214fe673984872fa24d02de379fefad8c3c4aea4843c3b1d120c4d04969edc
30831272-b140-41b4-b50d-91425e5a1d8c,d9fc3125-cd9b-4796-8543-7f448cbc6ca6,0b21faa3-8df2-4464-be20-884dd42b837c,a3a03332-3183-4b3d-a085-2ff87bd11362,ORANGE,Network Issue,Improve institution mention the data reflect team.,2016-11-27 15:01:13,2016-11-28 06:01:13,15.0,South,Ebolowa,64a49942a052156f884a3ad7a1627bff088845b64a25dd26c9d80f8fca77f08d,e082fac26b82da10996faf43c3d6ad4627668975e0cd38ded0ea66ffe1a2983c
4b7d25c7-d380-43dd-8688-f2555f669194,087146fd-aef5-4b53-841c-f3beefa13602,0ada5735-6b70-4dc5-b9e3-0275912a23c0,b6855fab-ce65-4b13-a216-950275325837,ORANGE,Service Request,About although small accept him toward stock shoulder water sound politics pressure.,2015-09-05 03:54:35,2015-09-05 06:54:35,3.0,West,Bafoussam,6d6474f54cf78c1c7f2e300144005f56cab2fbaf56be34e32298ec1cb66e836a,61398c67306de07e4c77077c36c296db781633abd2415be1d173c3403d00f545
ed26f9a0-2841-42ec-81ee-1c913ebd272b,cb58fb0c-bb8b-4257-be09-170b1482813c,07c366ef-20d6-4498-944d-99e7657d41f1,864d1262-f2c1-44d8-83f8-f5a1158dd8f9,Ecobank,Billing Issue,Myself it occur west prevent cold affect.,2022-03-06 04:37:36,2022-03-06 19:37:36,15.0,Central,Maroua,5fc5d3e93eefec45e3d1356c63a58e731d42b450e3e8d87f905e566fc7fefd04,2c011153745c9c3dd245a330d85e79405f582dcc293434452053b8a3abbfe124
26df4f4c-f9d9-4ac0-94cf-368f566d149c,3779ad51-a5ab-4b03-b933-ab4e25ce6ce2,4420d303-370a-42fb-9117-74a20e334e32,68a59485-730e-486f-b6cf-2e6ecd98c22a,ORANGE,Billing Issue,Realize street rate poor member expert throw say throughout off organization she.,2023-03-10 10:05:00,2023-03-10 19:05:00,9.0,Littoral,Douala,67c16af1cbbd4cea2f84c71d426371ed52fb3327405e0dcaa6638aa7ac63f400,d2284b6b043b714b2883f655c583dce651ee36396b2f6071223e95eed0f540f2
adedcdca-2d0a-44ba-8da9-1b1488350fdd,5cb70507-33bb-49f2-979f-e265fe28ab84,8c345af8-f31e-4150-a81a-116d247b22f4,91679187-89a8-463b-9b54-035f72e40e43,UBA,Service Request,Lead or fly bill room scientist doctor television American radio product down.,2015-09-09 02:04:24,2015-09-09 14:04:24,12.0,Far North,Bertoua,c34cdecda4f96129a6db6e65515099e66871f921797e59cf9fe53072f8f38c50,68a4beaaf247d37ce041ef8c421eb26e8f713dfe206d2b78b41d5f51c7bfebd6
8b86f3ac-8b04-4a50-8986-315b966846ea,9105fcf2-a244-4c8d-a5b6-325734901d84,2e5aea8d-b71b-46df-a69b-fc76e3e29e90,81d3c583-d3c0-4d24-b595-4a40c58d88da,ORANGE,Network Issue,Stay clearly never nice firm measure foreign pretty will itself fact police election.,2022-09-12 16:45:47,2022-09-13 04:45:47,12.0,East,Bamenda,4856ff8f3139a045fe0e046e123c020e275e1ea34320e6cc5c7ba48285890b2f,7a5381eb73e9cc8cba899d3a268bdefc399097e50b9ac4032179fffd5b2506ec
aa926e02-9381-4beb-8eae-a094aa2c4fc5,0e0fa73e-b050-4899-91ae-7809a88118fd,17e21590-5d16-47b0-9baa-cfc5f5ff957f,29ed87f3-9ec7-4e8f-b608-4155afd908d5,MTN,Service Request,Which wrong watch science question feel activity list develop pull number line return.,2021-07-02 23:32:44,2021-07-03 02:32:44,3.0,West,Bamenda,fc4010ab3739f2356105d8581a426c43431283efc57d9bdcd24a53f9c1cb6357,1e461573fc8fa32432335886ef1275db061ea5fa626f403d1de435f0f32995d2
d52be13a-276f-42f8-867a-e4f6d7cbe124,bcfed0b2-b62b-4338-87b4-d2598187d2e4,8518c96b-13ba-4933-8a24-61254654033e,c6966259-d6fc-47f1-9f5d-9b5d5204ecea,MTN,Network Issue,American find almost nice material walk option already.,2019-09-01 05:52:59,2019-09-01 14:52:59,9.0,Northwest,Ngaoundere,31d82833051ae186ea714be90355144e89ef1fd6764149bbc4cd259c4b5cbe90,8fff3465943689332685411233bc94925fac57afd894ada5127aa74a134de4a2
d867190d-e5dc-4515-9215-1d3b4493264a,14773980-3379-4fc8-992a-47376690dbb2,7f4d5645-c197-41dc-a3cd-5c313b242a47,cd3bc69b-9ee0-42be-9bb3-cb5eeb1fe353,Camtel,Billing Issue,Agreement American for find TV whole defense involve change.,2015-12-11 21:39:23,2015-12-12 14:39:23,17.0,Central,Bafoussam,0c0bf470fd03e6786e1ba7dd8f7165840980ed98b133a9900f0040ddade78ba6,22149f9a23100c7859b9636a186f34b57dfe00d575ac04711414c302616a040a
2d46592e-a1b2-4d1f-944c-0c4d57366f82,966f6579-027a-4d28-b083-4ef0f6f5b640,20a94f60-ad70-4c88-be93-80f7906beea0,17a31b27-2d7d-436b-83e5-72191700385c,ORANGE,Billing Issue,Child may moment catch have wrong her hair road question top.,2019-11-10 04:30:24,2019-11-10 08:30:24,4.0,Central,Bertoua,f0f39227b972dab81d90f1b4a7e614c653988c67185b4bf0f42f39948f3da8e4,14cfc156fc522d1014d3bdb6420f13a6c8c80893680b52de3f814e3c92f5517f
9b68c9bd-2231-4523-b723-506aec6d6340,a40cb327-1308-4d08-a328-209e54a31504,ad2c8277-d41b-49b4-b4c0-f7ba90492ed9,485dc70f-17c0-4a94-bf8d-dd682879872a,UBA,Billing Issue,Water number enjoy city affect college former.,2016-02-19 09:37:17,2016-02-20 02:37:17,17.0,Far North,Ebolowa,fd8031149b260c1ef026a1514b6c8927880941ee463c55f9c6602c65e3c9762f,443d1c24e7bab5f64714ec46d9c614b7d264bf5b5b5fd9cce30c58d33a150a42
571bde50-2c23-4686-80dc-162ad8ca5db1,9fe8da20-8cb5-4d52-80eb-40657b76e0e5,0d64fb85-0ad2-4ba4-94b6-a1aed4b77a5a,59888a83-be9d-41a4-bab8-d9e5acb5cb8a,UBA,Service Request,Face store morning cell away not film worker me difficult information.,2015-05-02 03:58:34,2015-05-02 06:58:34,3.0,West,Bertoua,02c6d45b8787402abe8a4ff5dc748ec5c61e1d5744fa3bfb885a51d41081aab8,bf133924c3fed60468b744573db55917ce7de04dc7061c88df565621ee4900d3
f8c7c51a-ee66-4b7f-b33b-54f30eb76515,c89b4972-3824-4dd1-af77-4c9fd5739d9b,c4a9c6ad-ac6a-4384-ae3c-cd4428022821,09475f15-0a6f-462b-aea4-a471805c89ed,ORANGE,Billing Issue,Game operation half word thing last black too low yes opportunity to performance.,2021-11-12 09:37:58,2021-11-12 16:37:58,7.0,Far North,Ngaoundere,1e897402bd031155946b204aa653893fc468e105fd964a2bbec4caf40c891838,549314b445dbf260d1fc0a1ec4bc06304834d97f40e6630cabf8f79757551f15
e4223113-dda3-4100-a854-f88294957964,0b9f3fad-d56b-4325-b001-8ad79dbda5fd,4fbe19a3-0f0f-4a92-b705-06a43aa4cb4f,fe7838d1-362f-4714-814c-92409d2f720a,Ecobank,Billing Issue,Produce security day most husband quite public wall.,2019-10-25 10:07:36,2019-10-26 05:07:36,19.0,Northwest,Garoua,819bf393c1f0f45a10d8a78f343ca95e4d5aa51bfdf482c028229470767743a4,989cfd5180ecc6fecfbeaabf4a654fdfd798e641192d2c105f5caa94b6dbf079
662ae93c-f698-4905-ac3e-74359c1882f9,63dad160-7b40-4581-84cc-27214012980e,d8830626-7c47-426a-b5e8-56aa1e12d466,af67e538-7aa0-4019-a432-7a7cbef73e42,Ecobank,Billing Issue,Cup impact subject threat sell news find nice.,2020-10-21 23:10:08,2020-10-22 02:10:08,3.0,West,Ebolowa,1238285ef181245f81964c3f3b412a05caee7118aee68fa40f8102939d521249,4581cc90bb557742f842662565a966b35f88219109e310995baf72c292aaebd2
754b75de-086b-4f0c-92b8-0e50c95c63ad,169d714a-8b44-478e-967c-92cb4dcb718b,6dc95d7d-87b4-4ab4-84e1-1f7dcffb3d42,78ebcda5-e9ac-4623-8dbd-ad53bdb3834d,ORANGE,Billing Issue,Return hope mouth college talk policy want red.,2016-03-21 18:09:55,2016-03-21 22:09:55,4.0,Adamaoua,Limbe,e5b31b832b6865927284ec78cbedcf60c81ee51d19054ea1aae0cabd902debf7,b8bc85d701f6065a6aa8b39df84d2147ef8f74f0b2f6afe4dc1c870e83da6732
