Time_ID,Date,DateTime,Year,Month,Day,Hour,Minute,Second,Quarter,WeekDay,WeekDayNum,WeekOfYear,DayOfYear,IsWeekend,Local_Season,Foreign_Season,TimeOfDay
d525770c176775dfde975709cf50e2100e0be9209697e3a58c830f34ef035970,2015-01-26,2015-01-26 21:50:52,2015,1,26,21,50,52,1,Monday,0,5,26,False,Dry,Spring,Night
1256c39ee2cc2a1926721f62ed32109455d78e4fb53cbb9032edff3b5a945be4,2015-01-27,2015-01-27 18:04:18,2015,1,27,18,4,18,1,Tuesday,1,5,27,False,Dry,Spring,Evening
a2726a657e02940f111bcbc23da3a2d754ec91cbaed3b56c7808139038ad111c,2015-01-28,2015-01-28 03:56:33,2015,1,28,3,56,33,1,Wednesday,2,5,28,False,Dry,Spring,Night
dd849b26e57535a7ac2e27e474657b36cb4d3ea216b860d7248b44a1dfd445fb,2015-01-29,2015-01-29 13:57:04,2015,1,29,13,57,4,1,Thursday,3,5,29,False,Dry,Spring,Afternoon
56bb154934cd39b50cd5a9705c26cc086fe09d279a4cbe5151a290d514b5b048,2015-01-29,2015-01-29 20:39:54,2015,1,29,20,39,54,1,Thursday,3,5,29,False,Dry,Spring,Night
be18b0f34ded23c6b4f91b1a9e52bf093fc2ddc5fd048ac2f53b4b13457244ee,2015-01-30,2015-01-30 05:16:50,2015,1,30,5,16,50,1,Friday,4,5,30,False,Dry,Spring,Night
e6b349c93b632316eb329a245693908c95db9ca6210f4ae7fcd82afc09e9855f,2015-01-30,2015-01-30 19:19:21,2015,1,30,19,19,21,1,Friday,4,5,30,False,Dry,Spring,Evening
8daded42ed0b1580c297247665367b3448834066625338711cae85ab4c9826d3,2015-02-01,2015-02-01 18:54:12,2015,2,1,18,54,12,1,Sunday,6,5,32,True,Dry,Spring,Evening
d5fd419ee45da4f44049b342b0ef147f133055654a09dd8b3153bfe692a52ea6,2015-02-02,2015-02-02 11:43:52,2015,2,2,11,43,52,1,Monday,0,6,33,False,Dry,Spring,Morning
42fb7a9b6376eb35469447eae0121bfd140f1433b91b184383cce456108fecf0,2015-02-03,2015-02-03 19:10:22,2015,2,3,19,10,22,1,Tuesday,1,6,34,False,Dry,Spring,Evening
27ffc5fdb846067b42ee8dcecfaecfed65aa6f8900b820778d8eb819b9608edb,2015-02-04,2015-02-04 17:42:31,2015,2,4,17,42,31,1,Wednesday,2,6,35,False,Dry,Spring,Evening
de8be3c5affb3f1f354ad35a5141660ad5a948646b8256b6a2133d37b61d69c8,2015-02-06,2015-02-06 11:16:24,2015,2,6,11,16,24,1,Friday,4,6,37,False,Dry,Spring,Morning
587a5853d370542dd7055d8e7704c6af7146d3f65489cc28d275662f86980bd0,2015-02-07,2015-02-07 01:01:20,2015,2,7,1,1,20,1,Saturday,5,6,38,True,Dry,Spring,Night
c142141c2b2f2d2dcfd25bb819c15cf623f36fd018b50ecae4c9830fb8062b3a,2015-02-07,2015-02-07 02:35:55,2015,2,7,2,35,55,1,Saturday,5,6,38,True,Dry,Spring,Night
d3dad5a608aad8dd9d564c68b11cce92c020c070a6d8e32db870475150346962,2015-02-09,2015-02-09 06:55:10,2015,2,9,6,55,10,1,Monday,0,7,40,False,Dry,Spring,Morning
faa1d7053e0f3efe1e46e74d089f813ec76a997094b4b1cf95832bac38f951f8,2015-02-09,2015-02-09 13:35:07,2015,2,9,13,35,7,1,Monday,0,7,40,False,Dry,Spring,Afternoon
d40f0faee96994ddf33b9c454f869100c1de4e1d3ab49d7c42dae0a6ccba5c71,2015-02-09,2015-02-09 18:31:49,2015,2,9,18,31,49,1,Monday,0,7,40,False,Dry,Spring,Evening
ed631eca9c7f3cc5f56dc6a16395a2e37e3a528abaf7b33d4ae056cc09871d04,2015-02-10,2015-02-10 21:30:52,2015,2,10,21,30,52,1,Tuesday,1,7,41,False,Dry,Spring,Night
83c4edee5615c221df1d45dc72d4db5d60f410b07da7bb726507324f5aa8e0e4,2015-02-11,2015-02-11 08:12:20,2015,2,11,8,12,20,1,Wednesday,2,7,42,False,Dry,Spring,Morning
249e159af90d2288f42e6ecbdd26242204e7537913ffa70d5b90fe0308ad223e,2015-02-11,2015-02-11 18:44:17,2015,2,11,18,44,17,1,Wednesday,2,7,42,False,Dry,Spring,Evening
b071ed205369ea3d96405c8ed8ec022bfcce30b378b2986733193e271a70945b,2015-02-11,2015-02-11 20:52:18,2015,2,11,20,52,18,1,Wednesday,2,7,42,False,Dry,Spring,Night
a0c1d4b3ed5c366b7af4ee17d0e8196d73284ab2f575efd4b93873ecb9a9617e,2015-02-11,2015-02-11 23:56:41,2015,2,11,23,56,41,1,Wednesday,2,7,42,False,Dry,Spring,Night
c88de43a41200600e712799c9cc7d1421230c1cae89ca0f5b9b60ee9a125b5af,2015-02-12,2015-02-12 05:07:25,2015,2,12,5,7,25,1,Thursday,3,7,43,False,Dry,Spring,Night
8319103e61cddf9f367baff227f75a89a7aafb5d8508a74cb6e4d256adf160b9,2015-02-12,2015-02-12 21:32:47,2015,2,12,21,32,47,1,Thursday,3,7,43,False,Dry,Spring,Night
9096f221a801a32c3db8b68160aaf563f97ae5ecaa8bd114cca268666cfaa1bb,2015-02-14,2015-02-14 22:41:59,2015,2,14,22,41,59,1,Saturday,5,7,45,True,Dry,Spring,Night
aa16aabdcf8b0786086baf703aacea0d30a5acd6ef468b887d5604954e9e6a78,2015-02-15,2015-02-15 15:36:13,2015,2,15,15,36,13,1,Sunday,6,7,46,True,Dry,Spring,Afternoon
cd2a0aa45d5c6c86d6cc494ad48b4695c20841386400594e214d0390b4ce04eb,2015-02-15,2015-02-15 16:53:18,2015,2,15,16,53,18,1,Sunday,6,7,46,True,Dry,Spring,Afternoon
0e7a14270c633ee612124adff94752762981bedb151a70e91753bf61d57eb6d3,2015-02-15,2015-02-15 18:19:22,2015,2,15,18,19,22,1,Sunday,6,7,46,True,Dry,Spring,Evening
a9d4c1231d5c147da074e4b7f9fea1a68a26cb7cfc71861c39f110edeaa4d303,2015-02-16,2015-02-16 10:25:15,2015,2,16,10,25,15,1,Monday,0,8,47,False,Dry,Spring,Morning
e55e88e39ed02c4cecb3da078f3396efb7714cbb5c5f8c259dc198c98bc1ac3a,2015-02-17,2015-02-17 20:42:08,2015,2,17,20,42,8,1,Tuesday,1,8,48,False,Dry,Spring,Night
cb32df67d4818682018f0a6bcc784edacbf47c18d77fb4b4776c93b8517b8c12,2015-02-18,2015-02-18 03:07:24,2015,2,18,3,7,24,1,Wednesday,2,8,49,False,Dry,Spring,Night
cdbc10bbf69efb937727e9b31f74779eb62f3105a8f03be581e8b017a42f197c,2015-02-18,2015-02-18 21:08:15,2015,2,18,21,8,15,1,Wednesday,2,8,49,False,Dry,Spring,Night
9fc743b52db8b9e008c6ec5ab5423ace59ab4eb503b2300a4068be98991988cc,2015-02-20,2015-02-20 01:21:08,2015,2,20,1,21,8,1,Friday,4,8,51,False,Dry,Spring,Night
59c9598eb785fa65bd74741d6088d2de723504af4253aa586656099f4de35585,2015-02-20,2015-02-20 14:00:42,2015,2,20,14,0,42,1,Friday,4,8,51,False,Dry,Spring,Afternoon
0a8c65bff740edf0416979391ffd14e0e88d9f4843c258d01972e9f9f810848f,2015-02-21,2015-02-21 03:45:41,2015,2,21,3,45,41,1,Saturday,5,8,52,True,Dry,Spring,Night
841397ea120090d5f7e6673045ac43904ea3c029f8e92fcd902cbd08ffeb82c6,2015-02-21,2015-02-21 04:06:24,2015,2,21,4,6,24,1,Saturday,5,8,52,True,Dry,Spring,Night
d8e0916cffabe2db883de07b291221524197383b6d7d421c3b6b1f2b9346b856,2015-02-22,2015-02-22 12:38:49,2015,2,22,12,38,49,1,Sunday,6,8,53,True,Dry,Spring,Afternoon
fd28f3cee97c22c62ce97c4114d84bf7240173d9eff9f6851f5f13bfa85fb73f,2015-02-22,2015-02-22 14:07:12,2015,2,22,14,7,12,1,Sunday,6,8,53,True,Dry,Spring,Afternoon
719d71a42078d797be2ef3f5b9f6bb9628c8787170baffdafc61f321342c478e,2015-02-23,2015-02-23 07:56:26,2015,2,23,7,56,26,1,Monday,0,9,54,False,Dry,Spring,Morning
5c2a60fb40e901aba6d012cf013011e240a27e20807b5d6a165644bc77689612,2015-02-23,2015-02-23 12:15:53,2015,2,23,12,15,53,1,Monday,0,9,54,False,Dry,Spring,Afternoon
9b3a84bce64fcd22455b5cca875be8bef34221a8b0ac98e1928c44589b14f1d8,2015-02-24,2015-02-24 02:45:49,2015,2,24,2,45,49,1,Tuesday,1,9,55,False,Dry,Spring,Night
7b16588f56c9e2c60f6fff059195f35c2da48a9269ad915755d4d670fa3044e2,2015-02-24,2015-02-24 06:22:47,2015,2,24,6,22,47,1,Tuesday,1,9,55,False,Dry,Spring,Morning
faf04e5f8aaf429a4a223f5b2beef53dab6bbec8830b003916d05bb272939c46,2015-02-24,2015-02-24 22:26:49,2015,2,24,22,26,49,1,Tuesday,1,9,55,False,Dry,Spring,Night
1793ec55c885d26e720985c59436c6a1dba2a201b4e82a44b7956a21bf1c21f7,2015-02-26,2015-02-26 01:51:29,2015,2,26,1,51,29,1,Thursday,3,9,57,False,Dry,Spring,Night
c6965e85ae5cc291819e0ac564f0db35f893ee38d2944e6bb0826f557e878b85,2015-02-27,2015-02-27 01:38:31,2015,2,27,1,38,31,1,Friday,4,9,58,False,Dry,Spring,Night
016751b125c0c0be6a773856db6dfdcfcc0f24a63df6f12c999b6b8dda750cd5,2015-02-27,2015-02-27 17:32:12,2015,2,27,17,32,12,1,Friday,4,9,58,False,Dry,Spring,Evening
f502209ae5b7cb8162ca09f11d9d5a7d83bb3a0fd8667ccfe171494d41ec5b33,2015-02-28,2015-02-28 03:00:24,2015,2,28,3,0,24,1,Saturday,5,9,59,True,Dry,Spring,Night
f952a49bcabb81bab135d306b6c8a00f5088e1704b7d97aacd68add9404ab761,2015-02-28,2015-02-28 03:16:10,2015,2,28,3,16,10,1,Saturday,5,9,59,True,Dry,Spring,Night
4f3eb820e83f77330495d77a28df20695dae4953f23404c05f374aa16dd8cf95,2015-02-28,2015-02-28 05:42:09,2015,2,28,5,42,9,1,Saturday,5,9,59,True,Dry,Spring,Night
5919937e203d43ed1667abdf2c76b44580640cc162793dc44cc98796aa23e9b1,2015-03-01,2015-03-01 09:30:38,2015,3,1,9,30,38,1,Sunday,6,9,60,True,Rainy,Autumn,Morning
075059798457059daf52db68ad69ffc7628b30652c381260b062c82cbbdb1d7f,2015-03-03,2015-03-03 05:29:48,2015,3,3,5,29,48,1,Tuesday,1,10,62,False,Rainy,Autumn,Night
7298ec3578dd7e086a692215572923572b20751eff36fb58cd46243d7175023a,2015-03-03,2015-03-03 12:33:15,2015,3,3,12,33,15,1,Tuesday,1,10,62,False,Rainy,Autumn,Afternoon
ea4c949da44ce9a32a716280efc99da7e143a33befebfe11c3966df008791732,2015-03-03,2015-03-03 21:40:32,2015,3,3,21,40,32,1,Tuesday,1,10,62,False,Rainy,Autumn,Night
e4a233e0e3daf6cb8139dc84cd51a5c54823114e21ed0b9f77a3251eb6bf1f00,2015-03-04,2015-03-04 04:18:24,2015,3,4,4,18,24,1,Wednesday,2,10,63,False,Rainy,Autumn,Night
77b8f7a754dc3d1caf56420b513d1d4e33dc0e172b245cd6ff3d411fe6ca4bc3,2015-03-05,2015-03-05 07:06:13,2015,3,5,7,6,13,1,Thursday,3,10,64,False,Rainy,Autumn,Morning
27fdef6a71b987a34a989972837c3414d2609a202ce975fc447da8990c2108d8,2015-03-06,2015-03-06 08:58:22,2015,3,6,8,58,22,1,Friday,4,10,65,False,Rainy,Autumn,Morning
7b95cfe8083cea4526e7e409b2a4c97ff328da2387301cbc296246ff6cf83992,2015-03-06,2015-03-06 09:35:33,2015,3,6,9,35,33,1,Friday,4,10,65,False,Rainy,Autumn,Morning
952974c8e00067cfc59598d390d6adbca79478ff2a1144cae4f38febbac48135,2015-03-06,2015-03-06 20:27:01,2015,3,6,20,27,1,1,Friday,4,10,65,False,Rainy,Autumn,Night
96d92214a5e0265a8577e7890e1da3515332d5ac17851ca7004f9aa06d034957,2015-03-07,2015-03-07 03:41:13,2015,3,7,3,41,13,1,Saturday,5,10,66,True,Rainy,Autumn,Night
eee1314458477f2a847ddfda256b309c39b83681b78324b0f5d74f4dcb519aa7,2015-03-07,2015-03-07 05:43:57,2015,3,7,5,43,57,1,Saturday,5,10,66,True,Rainy,Autumn,Night
cfe4aadbb20fca71833f6a084221a511b886c8c7e9eb6477e9f0f1aeddbbd951,2015-03-07,2015-03-07 23:01:18,2015,3,7,23,1,18,1,Saturday,5,10,66,True,Rainy,Autumn,Night
598044003ba4a94c5ed0693102680f8a103bb1a8f8419cc953161fb5d1fda729,2015-03-09,2015-03-09 06:15:19,2015,3,9,6,15,19,1,Monday,0,11,68,False,Rainy,Autumn,Morning
0d6b64300c79fe5260c386ef13ebe87058547c4f365af0ac68620288ab0ab144,2015-03-09,2015-03-09 08:01:09,2015,3,9,8,1,9,1,Monday,0,11,68,False,Rainy,Autumn,Morning
81e1228ef2cf9f99a5909761706060d23ad73259430036e40f040398e18a5fd4,2015-03-09,2015-03-09 15:43:27,2015,3,9,15,43,27,1,Monday,0,11,68,False,Rainy,Autumn,Afternoon
a8237c1d2ac8b60ecab7683a2156ad64d5e911c09bd4e62bbea6be549fde39c9,2015-03-10,2015-03-10 05:40:39,2015,3,10,5,40,39,1,Tuesday,1,11,69,False,Rainy,Autumn,Night
4ea2847d22cec644adf48ebcb2ba06cb65d9d8ef975468f90a3ca5293b876409,2015-03-10,2015-03-10 11:41:29,2015,3,10,11,41,29,1,Tuesday,1,11,69,False,Rainy,Autumn,Morning
a80d3b6f38b13e3884a9ddad8ab8457c4aceef606cefde5bdf4ff6a1203637bf,2015-03-11,2015-03-11 10:05:38,2015,3,11,10,5,38,1,Wednesday,2,11,70,False,Rainy,Autumn,Morning
c9ecb7cb81659749c492be030cddbe946f3c1f48a3577899db8348b5d25591ce,2015-03-12,2015-03-12 03:56:39,2015,3,12,3,56,39,1,Thursday,3,11,71,False,Rainy,Autumn,Night
23a744892b0b5826acb477235f52c94709423c2b79c7a012b5ca1186d8ec9c0c,2015-03-14,2015-03-14 12:16:03,2015,3,14,12,16,3,1,Saturday,5,11,73,True,Rainy,Autumn,Afternoon
db8ef29f0e0e4bf6d9c63b6f4876945569cab916a8a339f22379c97b74255eb3,2015-03-15,2015-03-15 11:31:04,2015,3,15,11,31,4,1,Sunday,6,11,74,True,Rainy,Autumn,Morning
e0625f2817deeb4660b5b8bc34f373a192e53bb9b8c46a0c30bf36d328d9d727,2015-03-15,2015-03-15 20:21:28,2015,3,15,20,21,28,1,Sunday,6,11,74,True,Rainy,Autumn,Night
55c95d534bc57bc464cd28839af9b148e93b8241ea430be03953b8fff9149b33,2015-03-17,2015-03-17 16:13:31,2015,3,17,16,13,31,1,Tuesday,1,12,76,False,Rainy,Autumn,Afternoon
774372ef79ac0f5eb03d8462b879922b7104c2d2d8c50ad97b5d34ad79e1abb4,2015-03-18,2015-03-18 11:49:41,2015,3,18,11,49,41,1,Wednesday,2,12,77,False,Rainy,Autumn,Morning
043d4f65a0732fcbcd70d55cbec0cea925bf586205a9eace220609fdf563be7a,2015-03-18,2015-03-18 19:35:31,2015,3,18,19,35,31,1,Wednesday,2,12,77,False,Rainy,Autumn,Evening
314ed20fffe19a1f383a85b9d20c3b620853d32f4410647ee4adcd10dd6dc9ff,2015-03-18,2015-03-18 22:32:27,2015,3,18,22,32,27,1,Wednesday,2,12,77,False,Rainy,Autumn,Night
b45df48b4922c00a06af9bfe74c6de80408b62f01a2dd21be5cb0451fd02bc47,2015-03-19,2015-03-19 07:31:35,2015,3,19,7,31,35,1,Thursday,3,12,78,False,Rainy,Autumn,Morning
8c9cb8cb0c6e04a44ebfee999a5963116b75e399bbda3b0b815de0fe50eeb5bc,2015-03-19,2015-03-19 16:09:37,2015,3,19,16,9,37,1,Thursday,3,12,78,False,Rainy,Autumn,Afternoon
e1bad1d191ef672716a7282bc90e2b88cc3614d1e3443f2893f81a8d28b06c3b,2015-03-20,2015-03-20 07:15:19,2015,3,20,7,15,19,1,Friday,4,12,79,False,Rainy,Autumn,Morning
71d126fdbb7cd67479efa2354debc2a793ba72a9a44545109036b86b4e1fb5a9,2015-03-21,2015-03-21 18:31:24,2015,3,21,18,31,24,1,Saturday,5,12,80,True,Rainy,Autumn,Evening
bdad59181114b992ca28f0d9df4b1546b499cfbf2eae0ee9d5ab798133f59601,2015-03-22,2015-03-22 15:20:05,2015,3,22,15,20,5,1,Sunday,6,12,81,True,Rainy,Autumn,Afternoon
748eb1845c6aa4f0e4c79bd64b713ff333f53ecc789a4859cbb0b55542c4df2f,2015-03-22,2015-03-22 15:21:56,2015,3,22,15,21,56,1,Sunday,6,12,81,True,Rainy,Autumn,Afternoon
94a3f7def900dd5f18766c679e3346d2591151410c6c77c221234a59ac6f1632,2015-03-22,2015-03-22 22:25:53,2015,3,22,22,25,53,1,Sunday,6,12,81,True,Rainy,Autumn,Night
6dc06f69093866ec8337ec98919a8277293eddd290fb616e04c41dc10272345e,2015-03-23,2015-03-23 10:48:39,2015,3,23,10,48,39,1,Monday,0,13,82,False,Rainy,Autumn,Morning
f203af5a00df52a77288aa52fcd188de71c370e5c8ad2779307997d23ce72dd3,2015-03-23,2015-03-23 12:52:34,2015,3,23,12,52,34,1,Monday,0,13,82,False,Rainy,Autumn,Afternoon
1658492edf80365e9d44d35b033df634078c767a182758afbb3ac14a7e1af791,2015-03-24,2015-03-24 07:14:06,2015,3,24,7,14,6,1,Tuesday,1,13,83,False,Rainy,Autumn,Morning
b02dcb1c686b5a9099910779b1ea350be1d6c42ffedbcbc634ca75708ee10405,2015-03-25,2015-03-25 23:36:57,2015,3,25,23,36,57,1,Wednesday,2,13,84,False,Rainy,Autumn,Night
c5e3c5941e34ac589ce961ac38d8c9183ff5f9c11fa85b5b3082aee65348c656,2015-03-26,2015-03-26 08:03:34,2015,3,26,8,3,34,1,Thursday,3,13,85,False,Rainy,Autumn,Morning
9ac971434d3d255f32a58c3acea65ed2549a892721ccbbf2d982b54a09ce2b65,2015-03-27,2015-03-27 02:15:57,2015,3,27,2,15,57,1,Friday,4,13,86,False,Rainy,Autumn,Night
b34f8cd39e4b52b42669eef98eaa5e9bd6e4b9b4bbc01aa83f77212c917035fb,2015-03-27,2015-03-27 22:27:26,2015,3,27,22,27,26,1,Friday,4,13,86,False,Rainy,Autumn,Night
1d0327504510096f1c7a5b881b14d63d02b99afb2431a9188a948227345ac53e,2015-03-27,2015-03-27 22:50:17,2015,3,27,22,50,17,1,Friday,4,13,86,False,Rainy,Autumn,Night
e3263442f6f0bf1876043abd75d2b09e956a057cbdb19612394f09ce367f9ff6,2015-03-28,2015-03-28 16:12:32,2015,3,28,16,12,32,1,Saturday,5,13,87,True,Rainy,Autumn,Afternoon
cde2309c84474567fa695807cce5e6fd4f00bca70535d3a2c6ab74c32d6efab1,2015-03-29,2015-03-29 18:57:38,2015,3,29,18,57,38,1,Sunday,6,13,88,True,Rainy,Autumn,Evening
fc4daba9c01a087cd2fea2d07c1ab7a45f0fde4d8b49650a5b1a14680b803c75,2015-04-01,2015-04-01 19:06:55,2015,4,1,19,6,55,2,Wednesday,2,14,91,False,Rainy,Autumn,Evening
e8b4d42dd7facbe872c7d3fd00377acdc505d7e0fc0aebc92024bc81d0c82bd9,2015-04-01,2015-04-01 20:51:15,2015,4,1,20,51,15,2,Wednesday,2,14,91,False,Rainy,Autumn,Night
68127a8810725023a834c25f0f17ce051739b7a7c934b532350060b2cbbd7e4f,2015-04-02,2015-04-02 18:33:17,2015,4,2,18,33,17,2,Thursday,3,14,92,False,Rainy,Autumn,Evening
008f42080d5bb1fa67c60a6d3758751e47b6071404d527c586d7ad6a1c69dffe,2015-04-03,2015-04-03 00:40:25,2015,4,3,0,40,25,2,Friday,4,14,93,False,Rainy,Autumn,Night
a286064aa8442a71ca3146b068a34f222473c9cdfaad99194695be18a6fc89ab,2015-04-04,2015-04-04 19:23:23,2015,4,4,19,23,23,2,Saturday,5,14,94,True,Rainy,Autumn,Evening
fd097336f1e2322d312539b5176f886200f72a20d3f9589bb2120cbe7a447e9c,2015-04-04,2015-04-04 20:55:57,2015,4,4,20,55,57,2,Saturday,5,14,94,True,Rainy,Autumn,Night
5846be69f71851d079a4994f4847631731cc180e19d657ed754b149db92f6592,2015-04-05,2015-04-05 01:42:13,2015,4,5,1,42,13,2,Sunday,6,14,95,True,Rainy,Autumn,Night
b7ea28b4c53b3753bf12e14320a2bfa899798463beabb8b1f4717866d2601a94,2015-04-05,2015-04-05 05:10:28,2015,4,5,5,10,28,2,Sunday,6,14,95,True,Rainy,Autumn,Night
c053a462595f627ecfda73216cf5cb930b85d41c94fe4017b02fe6eb1f23cd1f,2015-04-06,2015-04-06 14:50:49,2015,4,6,14,50,49,2,Monday,0,15,96,False,Rainy,Autumn,Afternoon
0f6db49a1629fbd17af947f9059a5a0bfdc2916eb60c66f9f56cc58225bcd8b7,2015-04-08,2015-04-08 12:15:19,2015,4,8,12,15,19,2,Wednesday,2,15,98,False,Rainy,Autumn,Afternoon
e5788c45943aa7e9b73dd5dddecd59637afc382f090a2c0349f8e42e4c0e8d13,2015-04-10,2015-04-10 16:26:43,2015,4,10,16,26,43,2,Friday,4,15,100,False,Rainy,Autumn,Afternoon
0f72c6e6b2ba2afc74623482ea4e9171f874f1f9d8cd34206fb14fed10c2a799,2015-04-14,2015-04-14 02:52:50,2015,4,14,2,52,50,2,Tuesday,1,16,104,False,Rainy,Autumn,Night
41076b6e3754ceace775d86f7c3a32ac14a589d26098354074bad98a5758b442,2015-04-15,2015-04-15 09:42:43,2015,4,15,9,42,43,2,Wednesday,2,16,105,False,Rainy,Autumn,Morning
d8a6023f7f076fb24390fd858417035ab6357030917e0ef0622be785edbb7552,2015-04-16,2015-04-16 01:58:25,2015,4,16,1,58,25,2,Thursday,3,16,106,False,Rainy,Autumn,Night
0c19bb162bf5d035257fb45c4508c667fa9c2bf4ac419c21766bc49745e8cc8a,2015-04-16,2015-04-16 02:25:00,2015,4,16,2,25,0,2,Thursday,3,16,106,False,Rainy,Autumn,Night
9bbb6dee349344ebe6c195dc909cc06209168751ff82c7746195c12980f2b6e6,2015-04-16,2015-04-16 10:40:15,2015,4,16,10,40,15,2,Thursday,3,16,106,False,Rainy,Autumn,Morning
43beec06d7ed7f18e7294bb6da557d221075c9de9cb719a605fa56a2423265a7,2015-04-16,2015-04-16 23:49:54,2015,4,16,23,49,54,2,Thursday,3,16,106,False,Rainy,Autumn,Night
05eda9315fd445a60fd15a24ea18e9b224c5c3188c8c676dfe32ce2847c6db6e,2015-04-17,2015-04-17 02:28:38,2015,4,17,2,28,38,2,Friday,4,16,107,False,Rainy,Autumn,Night
e6f5279ca4dbb01ab175da25d05efae5de5fc91c6ca383c80ad3344b847c8828,2015-04-18,2015-04-18 09:42:37,2015,4,18,9,42,37,2,Saturday,5,16,108,True,Rainy,Autumn,Morning
c4c6e7aaa99c7679b6ae27d22c31e9154622018907972393b7ddb9cd10ad91f4,2015-04-19,2015-04-19 10:15:55,2015,4,19,10,15,55,2,Sunday,6,16,109,True,Rainy,Autumn,Morning
7a7dab24b26af1f0f962c4ee75d793522aedcdd20346b6604d68f75de7a389ca,2015-04-19,2015-04-19 16:20:43,2015,4,19,16,20,43,2,Sunday,6,16,109,True,Rainy,Autumn,Afternoon
a1d6e7e8cd20626d1166b180fffc34a956c9c4fab4da54968dac62aecea7055d,2015-04-19,2015-04-19 19:01:10,2015,4,19,19,1,10,2,Sunday,6,16,109,True,Rainy,Autumn,Evening
f32515baec1c719f64954fcf12f5af52803c191ab991863674f424c438d35448,2015-04-20,2015-04-20 11:11:26,2015,4,20,11,11,26,2,Monday,0,17,110,False,Rainy,Autumn,Morning
edae9df821f6ff93567c4950961236117c3cc1f888855aa2e0824b7074e4a8b4,2015-04-21,2015-04-21 06:25:00,2015,4,21,6,25,0,2,Tuesday,1,17,111,False,Rainy,Autumn,Morning
ea323cf5c5a025b5802056d95a209d890ad623c472870cecebe4aaf5a15aa0d8,2015-04-22,2015-04-22 12:22:43,2015,4,22,12,22,43,2,Wednesday,2,17,112,False,Rainy,Autumn,Afternoon
2497cf9447393ac0b6db48c84e0679ad27ccce5a6add4549d8cab535ac6ab7b7,2015-04-23,2015-04-23 01:19:09,2015,4,23,1,19,9,2,Thursday,3,17,113,False,Rainy,Autumn,Night
ce8ac69b8a7014095afae606e546637ef8a7f87257e31a617c90b708f58b4628,2015-04-25,2015-04-25 08:28:33,2015,4,25,8,28,33,2,Saturday,5,17,115,True,Rainy,Autumn,Morning
c2242aec5d6fb55472efdda18e2e17255bc30c0bba648076d68391f53ed6c26f,2015-04-26,2015-04-26 05:22:13,2015,4,26,5,22,13,2,Sunday,6,17,116,True,Rainy,Autumn,Night
d9c8c72731b0c7e4ded32625a170cc958549e4d80dc7c78d25181969b9f3b296,2015-04-27,2015-04-27 02:26:45,2015,4,27,2,26,45,2,Monday,0,18,117,False,Rainy,Autumn,Night
5bdeabd0e421a0de5d424618f1dae5f2b97bde51d71890ae75991bb9b5583a3c,2015-04-27,2015-04-27 14:04:30,2015,4,27,14,4,30,2,Monday,0,18,117,False,Rainy,Autumn,Afternoon
72284e18d5e76dfe711e853448575fbccf9b713ac5e24e20962a0127d3e340c0,2015-04-28,2015-04-28 07:59:48,2015,4,28,7,59,48,2,Tuesday,1,18,118,False,Rainy,Autumn,Morning
