Traffic_ID,Subscriber_ID,IP_Address,URL_visited,Time,Protocol,Data_Transferred,Geo_Location,Traffic_Status,Region,City,Time_Foreign_ID
ea774392-8c69-4273-a3fd-707704e38a4b,3a58bd99-b393-4376-9510-1707fef8f2a3,66.70.92.46,https://www.fitzpatrick.org/,2018-10-10 12:54:19,TOR_NODES,211552,"10.981834, 15.708120",Blocked,West,Bertoua,a2227837de00cf6f1b15921108a335cc940a9bd4085a558a1f4147a0016db3da
b9236a49-df87-4ac7-88cf-57e7d1bfcbee,5a41e169-14c6-406d-abe4-66acd934c2cb,97.104.75.79,http://jones-cruz.org/,2016-11-25 09:35:45,TOR_NODES,993175,"5.581533, 10.000025",Blocked,Central,Douala,6d9118507a8e91d566cb52907dfe44a7d485d6971ed940961776275acc19f9a5
172dc001-1fdd-41a0-b486-779a6d3413d2,2df45b83-8d89-4715-8e8c-fb9572d97143,151.3.220.66,https://rodgers-gay.com/,2023-07-23 01:14:10,TOR_NODES,536829,"6.776598, 15.683405",Allowed,South,Yaounde,172953e9a6eeff42a6b256d97b3a38d382b5fd80e01c3c290e94f91ffa663e5c
b23b85a3-cab7-4088-9b8e-1b5b67424568,317aec3c-7204-4c02-b819-277948136e88,174.134.45.24,https://www.thomas.net/,2024-01-12 11:20:20,HTTPS,248342,"8.558585, 11.203144",Blocked,South,Ngaoundere,58f5e853bf1c04e7b51dd4dab8674b1d02ca887ee81aff62e7682fb87b163796
be3219c4-4d34-428b-90cf-bfd8975dc6ea,134e7c44-0f7d-4415-b18b-5a893ad7d2eb,95.47.37.10,http://www.jimenez.com/,2016-07-01 13:21:08,TOR_NODES,379122,"9.343658, 15.688731",Allowed,South,Garoua,e44b540a1c0acb81f5bfae1b593cf1446eed9b9bfa6a812a8896a65166de6bcd
788111ae-5c44-4ae4-8e59-aae18f434d6e,08730c38-7c80-44e5-be54-cb94307fa76c,37.224.160.132,http://pope-george.com/,2017-10-19 12:35:20,TOR_NODES,15510,"9.081079, 8.944277",Blocked,South,Douala,5af79904296e7b4fee8c06970d832e75f1320de6f0fc14352606c78822254531
1bcbf7a9-4a61-46c0-8e07-23e3913589a8,aef7340c-930f-496c-a7be-740d4e4449c2,203.202.45.233,http://www.wade.com/,2015-03-17 10:24:08,HTTP,816238,"7.916302, 14.173843",Allowed,East,Yaounde,3734f01a2fdf31484b2cdcc2edacea380c77552940a405015962498c2eafad75
8bd23b50-f4ad-41d5-b35b-75fa5b4836d3,ffc9bf62-78ba-4e1d-88bf-cde1655da46c,111.7.168.168,https://www.krueger.net/,2020-06-13 11:35:29,HTTPS,946172,"12.161644, 13.034006",Allowed,Adamaoua,Yaounde,6df6a56bd0ac7267d9c0326c9c3b84262616176659a8d23813d44abec7f41013
af592bef-5cf1-4c5b-b3ba-be94bd41bce4,0d527079-7068-4114-b601-e1e7cc62878f,54.18.120.105,http://perry-dixon.info/,2017-10-16 06:44:13,TOR_NODES,780091,"11.248247, 10.052079",Allowed,North,Limbe,107d27f94b47712a6828bb620412513600d6d31b4ac5fc99110cd189ff50d3f4
ec6f78d2-725e-4005-83f9-cc5801118276,50429e2e-80a8-46fd-9f8b-85ec5417dffe,142.98.14.10,http://sharp-cook.info/,2015-07-22 10:25:51,TOR_NODES,204358,"3.854321, 9.540299",Allowed,East,Garoua,c8a2b8f6bcb0aa59ede1e0a78675d7a036b2bd159316885afd6f87d4b0a8d4c5
4afb48d6-db16-424d-ba74-e07332919a89,0d98a73a-48de-4290-9702-81e11f7507f5,152.89.138.243,https://www.bowen-molina.com/,2015-01-27 02:57:12,TOR_NODES,533507,"8.315995, 10.225261",Blocked,Southwest,Douala,63852e478f4cbb41a6dae2f5e75bc2f11d4227abd21e06ef5409090b597beb1d
6f0c1ab4-235f-403c-aaff-4c312984851a,aafdfe3a-66b1-4382-bede-68ed14c41e17,217.131.3.18,http://www.strong.com/,2017-05-31 03:25:39,TOR_NODES,128794,"12.373989, 13.879565",Allowed,West,Limbe,35eddb7f6b99027b0b16adaac976b03aa508c472de33c609ae4d652c02a7b5fe
826d5197-d893-408e-8c12-c20babd7ad41,5eb839d9-b71e-4b30-828a-1988d09d1599,80.159.63.100,http://baldwin-morris.info/,2018-03-12 06:34:15,HTTPS,630888,"2.055877, 11.272341",Blocked,West,Buea,c4e1e67bd3211e7039badac876888f5aa77c156b65d10775a410660446975764
8bfb3e6f-f0ae-42a9-a87f-0ad557506dd6,ce8ace7c-87e2-487c-b47a-81b216ad616c,180.225.149.68,https://allen.com/,2022-04-07 11:03:53,TOR_NODES,628863,"6.542729, 8.488872",Allowed,South,Buea,5c5269b65c74b71c61cb93d5e88b71f53999b665912c5cba0f90bb2a83aa6e01
892177c6-55d0-4f51-a1ed-29b2acd1cb25,4aa13be7-b242-4124-b77f-2e8fc590dce1,106.153.235.112,http://patel.com/,2016-07-16 10:20:33,HTTPS,719170,"11.941099, 13.325254",Allowed,Littoral,Ngaoundere,50ded38792a59090afa0947010fcdf8f57b9d09ec4402201807a691c79d48113
ca8dc9a5-3d31-4e1b-aeac-adf396057b9d,27405efa-76d1-413c-acca-909fee9de1a8,125.11.244.241,http://www.wright.com/,2019-10-30 00:54:11,TOR_NODES,203888,"2.652694, 13.948300",Allowed,Far North,Bafoussam,612fb871f741a818834c3eb9b6b9d210e948e4eb45101dde3c0f4e73f98e0d7b
ceabeb27-faa7-437c-90aa-7558dc2fe8ca,c798b05f-e32b-4957-b613-fb3aa271e1bd,21.155.125.26,http://martin.info/,2018-04-27 05:06:57,TOR_NODES,819282,"11.739911, 8.642137",Allowed,North,Ngaoundere,8b011240c5a0d9e92340b36ab35b544d95bd56543da69050e4e6f633a2953fff
98a28242-86dc-4a7b-99a0-f968ad828634,ead3ecd8-ad42-48cb-998e-98a15b6b6548,199.135.170.24,https://lin.biz/,2016-04-03 06:14:30,TOR_NODES,848279,"7.946354, 10.516227",Blocked,Central,Ngaoundere,26f49bee10771b3a882c2348262553b09a73182d0f32748328a9cd0266945e78
174a1241-f3e6-4503-8dc0-36543e89e51b,07e1b2bd-4a97-42f3-98c4-2efe3973b1a2,31.217.16.199,https://www.johnson-gallagher.info/,2016-09-19 16:22:18,HTTP,709372,"6.857141, 11.496114",Allowed,Northwest,Bafoussam,0807480dd0bb0fd300de667808a69d2d6ce3070480c8d77b84dafac6c8c8c4bb
27c50cba-0b8d-4955-96d9-fe78afeb8b3f,70c743e9-8368-4096-ba5e-3e62b926a266,65.5.30.168,http://boyer.com/,2018-03-14 03:45:42,HTTPS,928947,"5.427913, 12.160331",Allowed,East,Bafoussam,32c36beb295165b984b5f470fa6c1ed126930bb47752d370778de49be050644e
8ac5ec56-d33f-45a1-b457-92e59764f8ea,21af13f0-8d07-448f-9afb-212800b48ca4,28.46.155.204,http://www.burns.biz/,2016-07-06 22:02:11,TOR_NODES,454858,"7.427152, 12.624398",Allowed,North,Maroua,833d39c148260719beda5ed925fac25008286d9ba7d046b520f3f7cbcf08e15c
81180520-3864-480e-9462-3de643632dfd,eeec3a5d-d8af-4b3d-8ecc-164c9db06927,136.145.231.172,http://www.byrd.com/,2018-09-17 08:22:06,HTTP,570542,"6.734268, 10.703943",Blocked,Littoral,Ebolowa,a9c2b1c1e63bd827bf63b0787447bc4650d73852f079419a14cbc07e9157529d
a52a76eb-534d-46b9-a180-9c6869ab3bf5,8c99ddf0-42a7-40ef-a4fb-37c4b4d65e8a,134.29.209.237,https://beck.com/,2015-07-23 01:38:23,TOR_NODES,876997,"12.306668, 9.266883",Allowed,West,Garoua,80ada9aadf4274b0b01fdd562c969d8d8eb24c2b72c8a9ad285a38c61dc68b73
e34a1079-cbb7-4f01-bf9e-5e80d9355419,65cdb820-0d01-4082-8db1-a0645bb205da,28.100.60.145,https://www.carter.biz/,2019-01-23 00:52:33,HTTPS,760779,"11.529823, 12.619018",Blocked,Southwest,Douala,ca9e35b862ea58d5a83180ec6e8dce2a97a66c23ba965117f82aa3a6b5a202a3
a9174003-37dc-4d3a-97cb-92e096da99ab,1e926d45-be14-428f-af73-c250566e554a,109.163.60.86,http://www.schwartz.com/,2020-10-12 06:03:12,TOR_NODES,420130,"9.026181, 13.743615",Allowed,North,Maroua,b20498386118d2cbb30e0fb6a8acbbe716a2615fcea9b65aa5b3a375cea215a1
45ea4545-df12-4d0e-bf60-e4efd864b049,c8b4b709-7d9c-4a31-9622-6ca3b8744152,129.122.173.97,https://www.castaneda-sutton.com/,2022-08-17 00:15:14,TOR_NODES,419422,"11.370264, 13.898211",Allowed,East,Ebolowa,c3daeaa6a2eae17d376690c130d2b9930ed380b8b6e540b66bf1f619ae76346b
444de672-d147-4ac3-bd51-0218c3f808ac,71b392b1-feac-488d-afa3-1f174bdd19dd,166.55.139.60,http://www.gregory.com/,2016-07-21 14:18:30,HTTP,737378,"7.880740, 9.059331",Blocked,Far North,Bafoussam,e204ee50fffc6b9dd2edaf1b2615e68a5ae8afeb559ee4d29697be62a72a1362
308367b7-f385-4ee4-9751-e6996bbafc07,5953ca1f-82a2-4474-9aa4-256ec2aa3347,1.161.73.46,https://green-bryant.net/,2019-07-12 13:43:05,HTTPS,238235,"7.576532, 8.995238",Allowed,Littoral,Douala,1e9baf43216d60612bc8eafa42a43f5f144d7e362e17b85659e700cf6478352d
f18098ab-232f-4c84-ae87-997adf249641,44101a08-aaba-4e2e-8127-42e2377c3534,189.3.18.136,http://ortega.net/,2016-06-06 16:14:58,TOR_NODES,406277,"10.795418, 12.382176",Blocked,Far North,Maroua,8fc65fb2cef6b5fb5c00d25077610ee717c58525aeee9e486f14b3d049fb909d
acf522a1-019e-49d1-9970-5bc9c0f8b671,8f4bc67c-4cd4-4e74-bc9d-e9ced9c3b3f5,108.28.133.174,https://monroe.com/,2022-04-18 07:56:00,TOR_NODES,361048,"12.207329, 14.518775",Blocked,West,Ngaoundere,0b4abe1390af1021f743a8dab6088d6ca2219084c8eca83079034473ab4249bf
ca2c8712-9d3e-4eb4-87e7-3969cbd9016a,1eec904f-cb0b-43b6-a14a-f5a3beabde54,182.0.158.17,https://miles-wood.com/,2018-02-14 10:28:36,HTTP,313075,"11.294019, 10.082748",Allowed,North,Bamenda,97253ed474fc9a4566462ffcbb9ca17e9efc1a52a841f971925570f484d9e2ec
a29d4afc-0656-47c6-946d-5bbbb28b19a3,524c0b6f-2c5f-4de5-8300-d22040caeda9,112.144.236.104,https://www.christensen-trujillo.com/,2024-04-17 03:54:15,HTTP,370237,"8.157178, 11.356604",Allowed,Northwest,Bamenda,e36214073b45428273f3f05d59e23a6a833c55cdb3b373852ecf0b1e52dee749
a2f20599-63ef-4377-9c59-c96aeec2961b,0d29fb86-1b8e-4455-91f2-c25b4b9aa869,202.172.129.77,http://www.gonzales.net/,2018-08-15 15:50:33,TOR_NODES,455431,"8.281961, 14.977607",Blocked,South,Douala,20b8405f1c5facf1c583c17cb67151a78cbe385b100796743b508ec6d9e8a538
f4e65a74-95d7-4c81-b1d7-76138e9d58cb,2ab7bcd9-b975-416a-848b-01ac773ed450,28.102.229.157,https://www.perez.info/,2020-11-12 05:17:44,HTTPS,161045,"6.534847, 10.376318",Allowed,Central,Douala,d9402662fe39c49aa3f3a664ec2f6df48491eefc405e8a24ee5a1cb52d863dd6
32216a39-0d59-4ba2-a165-6deb21274a94,ca08dc39-02d8-42bb-b53a-74ae4d6b6078,125.176.72.98,https://valencia.com/,2022-05-30 14:12:28,TOR_NODES,2759,"2.985157, 12.147647",Blocked,West,Garoua,3d7d162ef3fa56755e4fe84d1ab2bc0d0380c8664ba94db13493f7e630cdb674
40e5f788-13c2-4807-b64b-cb17957701f5,75d89363-dc72-4136-8b7f-c26ef7224d2c,201.249.97.38,https://www.moore.com/,2020-12-09 04:52:54,HTTPS,193050,"10.305939, 11.857459",Allowed,Littoral,Douala,3efb791201a44018e4c45128913f2d742704a217c795442402413e544e882212
9d74e939-0494-4fc3-9ddd-b62724359274,f51338c3-0ddf-4560-b2cc-08a24b3f488c,163.2.48.129,https://www.flynn-guzman.com/,2020-11-04 19:41:36,HTTP,233077,"12.516588, 10.284691",Blocked,North,Ngaoundere,61f3c678d995db18e13337174f2100058ad0a3a45d49e1fd438bef686992ea49
759dd570-32c2-41a5-87c8-37cd2651c3cb,2951cbad-79a5-4f16-a46f-3f1939a3cb5d,140.42.207.204,https://joseph.net/,2022-01-26 04:22:27,TOR_NODES,713466,"10.101018, 14.062572",Blocked,East,Douala,3c79b3c7e210852df3b40fb5a734a165bfc932cddb384a1901ed675a58031629
1db07c61-7837-491d-b491-dbf8af880296,bf4003eb-b438-4de9-a9b4-c03534b18017,82.231.23.220,https://www.thomas-thomas.com/,2017-02-01 06:09:18,HTTP,393241,"5.800317, 14.303490",Allowed,Central,Yaounde,6047b5ebec12c079ad75344daaa08376e60b5be358252bd1b0f6f3d0c53f74f4
cc2425ec-0edc-4db2-b8e6-83eb05c524a4,b1ff8820-1f78-4c2c-bc69-5c30c9102e8e,173.15.10.185,https://johnson-salinas.com/,2021-09-24 14:22:46,HTTP,636413,"7.993162, 13.079623",Allowed,Littoral,Douala,b88bbc091f8cb19fbe0cd2f330647435e064ab40e5c3b413e0842adc5dcbdb9a
b97f13ee-7114-4fac-bb1c-f373040a6e46,8e936241-cbb8-47c1-8602-69b5f2820e31,53.22.79.163,http://www.henry.com/,2018-10-26 03:10:47,TOR_NODES,404929,"5.504743, 15.331671",Allowed,West,Ebolowa,15b809eeaf7e574f4bb25da9fa4ac4886b3d5769f47cc8b2ca1790149c6d6336
8ff644fc-2c75-4ce0-9763-1ab4cb9f66a6,40771b89-5c2b-472a-a303-22007fc22b74,187.120.221.209,https://www.padilla.com/,2017-06-17 09:38:33,TOR_NODES,775935,"3.832345, 13.072802",Blocked,Northwest,Limbe,7b83a126e73e0d9c1bcf5eb287a43e3815386c69ec52c9cb73e3d07083dc0eb6
02c60faf-5438-4df0-8b09-e05ef578a3b0,3d34350a-cd33-422d-bb81-b2756015de45,78.29.5.13,https://sanchez-collins.com/,2022-08-08 21:49:41,HTTP,21053,"5.710611, 11.081203",Allowed,East,Yaounde,1d8c6b82d53fa8c9f153c0b71ced953b386b47e84c080f99865bcf38e511f8cc
76cc4616-32c2-40cd-b4dd-4a6732ea15c4,bdb271a0-2e70-4d5f-b0c8-21080ae4fde8,131.19.61.255,https://benson-richmond.com/,2016-06-05 13:19:24,TOR_NODES,179308,"5.059798, 11.388791",Allowed,Central,Maroua,31849b614778c43c0abaa396ea180586c3d35fe305d751e59cfa06459adb388f
fcb63dc2-d7c0-47df-8142-228f0fb9e9be,b297dcb8-545c-43f5-aa91-7f49d6c88ea6,89.31.202.206,https://www.curry.com/,2015-09-23 06:58:28,HTTPS,157080,"2.994345, 11.363243",Blocked,South,Limbe,5116028a8f423ee3f329576bad426cfcb1d0357cbb923bcef3496df1c8bee2ff
e798436a-a9cb-4bdb-89ec-92f4d0821023,a019dab6-7b70-4bfd-b708-4aaf6cd3c22f,13.108.58.62,http://goodwin.com/,2015-06-21 10:09:03,HTTP,921918,"8.322540, 11.089501",Allowed,Southwest,Ebolowa,15591ee11ba66e745c4f9a6417b581aa6422ab3e175f43d9edafdf5f992db652
16a0142e-5c32-4853-b304-f148128fc759,939841af-8710-49c0-8a45-b4918b4edbe8,74.223.30.40,http://www.carter.info/,2016-11-26 10:27:04,HTTPS,649520,"9.376637, 10.379074",Allowed,Far North,Maroua,ad22d5e2583bd65c901de309f3886f78dcf66b336f4fa5087052eae5a069c5c6
a8a4ecbf-d099-432d-bcad-2e10e1d1cd96,28d27d77-b27b-4539-b28e-b0112ecc6dfd,111.85.123.221,http://wagner.org/,2024-07-28 18:46:21,TOR_NODES,919432,"4.435559, 10.666594",Blocked,South,Garoua,0c91e7d683cdfdb9492acf627718074de0fb053517029c980a6d8865ba7da116
355e033a-c29d-4e75-8dbc-0368e37d1d1e,56c6163b-239f-4d27-9bf5-a9f9b1bc7a70,114.78.103.81,https://www.ryan-conrad.com/,2018-05-19 03:16:35,HTTP,387875,"11.374389, 15.471500",Allowed,South,Ngaoundere,44423b2549bf705a678247a9d440192c341b019a13f189e9baf6dfb848e1e9f5
7b616fb1-f76d-4eba-b6d3-efd6ce4d5381,c77d225e-4cd5-479c-abb7-345741e4d7c4,213.48.155.50,https://bullock.com/,2019-09-19 03:30:25,HTTP,895975,"8.493867, 9.865421",Allowed,Southwest,Limbe,52b662430ebfdeb7f74fbdd96c2258c0d3feb5090496ccf22341a30c6f797050
ad9a4b9d-361b-405b-af27-65911ffe3796,88f23c9c-6829-4ef5-a2be-d630039156bc,116.81.116.8,http://www.torres.info/,2018-07-27 05:56:33,HTTP,312686,"12.497690, 9.073597",Allowed,Adamaoua,Douala,6cb7624fde36b1dc2db73f6171b54eaebddb31d7699d1920096def2a8cb5bdde
c068bbdf-5f1f-48e4-831c-53c746c68e09,abb5639e-22f8-4d41-8896-04a54e7cf41f,177.208.129.241,http://hughes.biz/,2022-09-25 13:34:49,HTTPS,442189,"2.666112, 10.734878",Allowed,North,Bafoussam,cfe26e953c2d7efc9c1224d414fe2106a1af6195997fa5706598d3a104169501
