Transaction_ID,Transaction_amount,Transaction_type,Channel,Source_account,Destination_account,Subscriber_ID,Transaction_status,Anomaly_score,Account_ID,Agent_ID,Time,Region,City,Time_Foreign_ID
23,6154.51,bill_payment,mobile_app,3e0c728f-ade4-4299-ba46-6fb3682bc0c5,583da5fb-114d-4f67-b2ab-52148d4a96d6,ad913d58-80be-4cd8-9aa5-d4d819eb818f,successful,0.5727677740562949,3009aa18-c300-40a7-bec1-07fedeb3826c,973dac20-82dc-4ef5-8563-40adb0b7210f,2021-05-06 08:14:37,West,Douala,6613ba451dd19aea5286024abcbe5915740a9385370124f0a23a79c24f51618b
24,9061.36,airtime_purchase,USSD,57924d82-a59d-446a-b21f-3b27b6803c02,b9cd7faf-b9bb-4428-8ee5-ed6f4034ffa2,f6a4bb24-8ec8-4c5f-b904-c8dab64b24d1,successful,0.681452433638778,54bd0407-b991-44c0-81ff-a97877e5abb7,ce234cb3-a009-4e98-bd98-4a4c317e5208,2020-10-19 17:28:53,North,Bamenda,6562e1c72047892836e53f37d1b66a5531da2b1cca7871fe253f2bc940515498
25,410.73,bill_payment,USSD,e9cc886c-d510-43e4-a526-4bc3e7be18c2,1d98fe03-cee4-4a13-b860-a7b317d5421b,39022090-af77-4f36-a689-d7b55b4aafc0,successful,0.8874224422544926,bc63b8c1-dcf5-4d0e-96f5-5e4afdf7ac58,d18d7b90-387c-4aae-952a-f336dfc187d0,2020-07-27 10:40:43,Southwest,Limbe,c6215ee3a3d521f06836d79366be6691b94a71dab11bcb399ae977db2bc5cca4
26,4419.65,money_transfer,mobile_app,f9863244-9ee6-4da4-8456-46ce8e33e305,75321fa1-98b9-44b7-85ad-7f0e14888bff,7b2035f9-4bd1-45d3-8ed4-64d9d127a31f,successful,0.2245327577675446,81fd00b4-0934-490d-881f-7709ce22a3ec,18deb4d9-9dcb-4da3-aeea-4b62f3799724,2022-09-22 21:44:22,North,Douala,978c7989189ef52a486cdbeac6d46684217b99fb3ff5d5cf091dd4a27732e9df
27,9568.5,money_transfer,USSD,5018c609-9508-40cc-9072-faa23b568cbb,d532087d-13a8-4516-85f3-1fc4236481c1,cc28de6c-9805-48b7-8a0c-50de9277f7da,successful,0.5469673953712733,6a0e36c0-dbea-4872-81b9-0fe41639b9dc,cb49d556-128e-4859-bc50-1a54344d5a2b,2015-09-09 08:48:59,Southwest,Bafoussam,240ac53198494d3177e1d24fbcee709b5f74eac2dd342d6ffb28281494eedfbc
28,8138.97,airtime_purchase,mobile_app,a5cf074e-8cf0-4bb0-930d-ff1d74188b94,6807d3de-aeed-4ac0-a8c2-8d4af376b669,4f6cb4d5-4cf5-4cb1-8b54-3d1f280c4311,successful,0.1347747401769761,ef9ddabb-0e68-407c-9814-f1ad72518f7a,1a9405ad-f45e-49c9-8114-5c148721cf86,2019-08-01 23:36:32,Far North,Buea,931dde14f491297550c668db58182070f416a052ed4ecf9b4f825ae112ace564
29,3376.17,airtime_purchase,mobile_app,c223e2d8-cfad-41b1-a323-ddbd60cbb919,ce3bc393-d717-48e2-b5fc-3ac9f30d4cf2,e2b90459-1efc-4b91-b124-a48f202c3b6c,successful,0.2944141363094942,54a14a75-09f7-405f-8f69-5e80eec4b27f,d2571aed-ab84-4e5a-8e03-0564575ce17b,2017-03-30 02:28:48,West,Bamenda,966fbccdc9dbc9bc314e4510045edd89a71881527b553699af66676023dfb084
30,6756.46,bill_payment,USSD,ed27fdef-5690-4020-bfc3-664d8334bcd6,31b87fbf-d913-40a6-ad1f-235ff8a27e90,8fe54494-f1b4-479f-9598-7c6e48198eac,successful,0.5145303614553628,f30ade70-922f-4505-b71a-b1b792f9f40a,9a6e699c-d9ec-40e4-94ac-772cd897dbfa,2015-05-20 07:17:37,West,Limbe,9305253e44221adf57d3d6116fedec20097be0dd302209bdb12ffb236599f483
31,8152.35,bill_payment,agent,ac5ab7b3-5b86-4620-aca9-1371e5a844a6,fcdd2e9f-ec78-42e0-88a7-09c455b55392,40f85724-1fc0-4c36-a6cd-a6112487c971,successful,0.8420781048119593,da90dc44-1bc7-410d-a3ec-0121c63f8fe5,7993e53c-6658-4207-a7ff-131f534e3f57,2024-07-11 15:02:51,Adamaoua,Yaounde,c53d16043d1af8966d13ae9b63e522cd433b74de255eb3ab5160e913af7a24c0
32,7232.14,airtime_purchase,agent,52c6c6d2-e506-4b11-b919-4ccd0202c861,87473979-fe83-4029-8db0-d1966524e591,43dc3337-0580-4799-9a8b-56588530df0a,successful,0.2202278116668278,b9ce24eb-b969-425b-803c-97d3a4fd60fb,e88250a4-674b-4aba-9c21-518f45838e94,2021-07-11 17:37:38,Central,Maroua,d5ec02e5d66b534e1e0e5825a60c522b3fe438bfa921b551b69d3ca18ea72daf
33,386.84,money_transfer,mobile_app,85ccc7c5-f9af-45b3-a309-3e58498ace88,b54d853e-ced5-4774-8686-bab9df7812c0,69493d23-26ca-4c3c-9d53-f646edd075cc,successful,0.0081712394843772,6b68754d-1c42-48e5-a013-78d1694c1123,9a1b4667-af74-4b48-b423-d0ee4780dac0,2018-07-27 07:50:25,Far North,Douala,e6a8292dc0b217025cf4bac332b0937682f898d7eaf86a3ca769087870c0ddcf
34,1346.87,money_transfer,USSD,267f965b-c841-4f79-beeb-21e2061da3ae,0a2be0b0-f903-4218-b295-97bb549b76e1,91fee3a6-3657-40d3-b516-98c446d3b651,successful,0.3639721610780078,be25c52d-aaee-4250-981c-a1a5d490f74c,1e17c1af-8d7e-460d-ac1d-5d3ad1bfa13d,2024-09-30 15:00:28,Northwest,Bamenda,7cad4175bb38c359d0d129c4d75d4c4807ace9c76ecbd108e1b3b100eecad9f2
35,2351.76,airtime_purchase,agent,3d87f0f5-3b4c-4c3d-bbcd-bdfef4d61ec7,561f3d80-40c4-4735-80d9-6aa9404a207d,5d23abe5-065b-42d8-ba37-b9cb6d725237,successful,0.1743556959617155,8d7f6b60-49d4-4647-9161-5bb8352d3c76,40d01dc1-5713-4ccc-b34b-49863fc66ea1,2015-03-08 15:11:10,Littoral,Maroua,66b86e1c33729f53ab3200b0992f319e4910c6e09d218a109fbef227375daef9
36,7597.35,money_transfer,USSD,1d778f98-7c5a-45e2-9f0a-d508beb3e116,9e9488d3-dc95-438b-8ad4-78fbeb34d020,f34ceb32-7705-480b-a63f-312b39316aa7,successful,0.1943914257452591,c32f6e53-0715-4bee-8364-95aac472417f,b8048c31-52ee-4b2b-a3d6-b28fbdd62805,2019-08-12 23:41:01,Northwest,Garoua,f10b2884f5868e605b1e2d1bb2ab711116bf610f581df0cd13d4853e29d49ffd
37,7088.9,other,mobile_app,0d6ec521-4fff-4930-bbb1-d77537c00d25,5095d32e-efdd-4e6b-9bb1-bdf9721a179e,c6b762f2-c3d9-4265-a717-6e92512d2c02,successful,0.5701108397722872,f3a520b6-2305-4fa6-af7e-66a5d2edfc10,15f38b34-b86b-4580-9aa2-49702d5c1970,2021-08-27 13:16:34,Southwest,Bafoussam,537ba6ce73635b2936b33fc175ac8f214888498d7ea476a7dd8687b20e5d6940
38,7103.74,airtime_purchase,agent,802a9485-9ef5-46eb-b6a7-8bc54089effc,c6715a6b-547a-4011-9cb4-778794f981b4,7190c3cf-e9ed-4bb1-aa8c-d0623412d3e5,successful,0.6832341250500424,7bc22ab9-8f52-4262-8899-09c5ac48557e,10b0fe5a-54ac-47f9-abb4-4d22082e9281,2022-02-24 12:35:59,Littoral,Bamenda,9574e5f5d8c7ad176a9142e4fe722a17c4ca05fce9d0d3b3b7cb2fa71f259438
39,761.78,other,USSD,2025c559-e8b4-4711-85e8-a866762db92b,ffbcf3b9-6b27-40f8-8b9f-c8606a97adfe,c67e2c05-bc1a-4dc4-99d0-c77bc579f521,successful,0.4508687034615596,01401df1-b91f-4faf-931e-e402f04e6536,3d0edf5f-a190-425d-981b-1f5414dff4a9,2023-10-06 05:36:47,North,Bertoua,d50bd7a0b169e6b16575b1c68ab2bd9079e96c8bb8fdcdb41cb29943cac5b20e
40,2569.41,money_transfer,USSD,9af086a7-6e23-41ba-a528-ca8a507257e7,efad8928-71c7-4874-8c27-b2d630d9dd13,3b933fdd-40c9-4a54-9c8c-72f13a4521f1,successful,0.3289547081112941,7dd1f38b-26a8-4b68-92be-db46175e9b68,c9035123-9204-4216-8da1-2f0b309c8d63,2016-04-12 18:44:15,Adamaoua,Bafoussam,c1f60b26aea12d8a9eeb05a7f59b217ba030408e66da7abb0c816f91e3ec8124
41,1309.52,money_transfer,agent,254478b0-f73c-4e6a-98a1-78514f8c336d,b1a7b48f-e5f3-4eb7-a2b8-4a0553520a02,312c93e5-008b-4ad7-ae62-314723fc6699,successful,0.3806481052242817,a5e3f35e-d1d3-40f9-850a-b615af4e3f92,5d8feec7-b41e-48cc-ba68-75b75346ad1e,2015-04-17 16:45:59,North,Douala,a9405abb57aae7406dfebd1e4d8ad4ef9bf1a08a107372f5f8c8c613ed729680
42,8177.4,bill_payment,agent,e8f5870a-232e-4e29-8ec8-fe60c588fe0a,1beddf84-505c-45db-a075-9427b8677557,6017e409-b134-4402-9a07-0d27affd7a04,successful,0.8712007181427042,a13fdcb8-e27c-46a2-b631-4db388014200,0711a0a5-7c39-471e-9647-f5900ba8ba9a,2016-06-19 03:57:18,Adamaoua,Bamenda,2288f2657268209ded37306f147bc385b9834c55015b3893b318b04ef154e824
43,1634.54,airtime_purchase,agent,e028a168-b718-4de6-a3b4-237d161e4f07,13ed71f0-75f9-448b-b1e3-812f6f88ff61,f946b9eb-f71a-4af8-a170-b6fd518e5c92,successful,0.6109757232011742,d99ade8b-431d-4c44-8550-696687122354,215ec4ae-7cd9-43a6-98cd-18941843a9e1,2016-01-04 19:00:42,Far North,Ebolowa,6292e29f044876698560e8c05cc2b47521e1ce4b25053a48d268885511b45bc6
44,4138.32,money_transfer,USSD,ee359b32-f202-439c-a780-c117d9493deb,62bef934-20a7-48e8-b53d-d590da01d2a7,6116478e-b1e6-43b6-aa3a-95fc957dfc08,successful,0.093773381689649,5656dc5a-eac7-4ca4-985f-c42be6f489a9,ee24c274-83da-45d8-acd4-7186dc55ab17,2016-10-01 20:48:19,Central,Limbe,81c19a43adc383232718401fbc254f9d0b1021a6d43b3eb2d909d426e53ddfaa
45,1817.22,money_transfer,agent,affa5829-773a-4a23-ae7e-ded5f3f530c7,f1394662-8931-4a2b-a4c5-845662a5540e,ae63b531-cb65-4c67-b240-1e5ae38a5a44,successful,0.7932356604268471,34b606a2-63ac-450d-8298-eac54a83567c,d21e794c-88da-438e-b002-e4c951edd7ad,2025-01-06 04:47:26,Northwest,Bertoua,7c0d9a7fc2a0c652bd311b1fc1445f12cd6a477a85f1e634cdcd346651e2dee5
46,7892.71,bill_payment,agent,2d1ee51a-a2be-42a8-a655-957faadccb52,f32842a6-13ce-4136-b378-d7b77bac27ec,2a35edaa-4180-47a1-88a3-8f7c7a6d8d44,successful,0.4480750886670519,a54abed0-9dde-47d9-87a2-7896223a990c,e7ed87cb-5dc5-4d19-9cde-cfd6221a4b4e,2022-02-07 13:43:06,Far North,Limbe,be841fc9388e010f38b9792872d99cce931db928ead78b0f21e5fa37a762f75c
47,1271.25,money_transfer,mobile_app,aebb2f1a-6354-4383-8b05-fef880cebd34,6dd0d106-1413-4e31-8b7d-46026934bace,864f878f-2ac7-499e-93fd-53b5faa5b4b3,successful,0.8942790313016745,6cac3e2e-0ae3-4ac6-a4e3-8a8fb501740c,c029285d-3487-4908-b474-5242aeb82062,2021-11-05 19:38:47,North,Bertoua,def159a4e5c66c05677b285c5811bd1f68eddd07705f3e363298ad0f4d548659
48,2172.73,bill_payment,USSD,0a4c3c42-6957-4f3f-8d2b-25134d9e00e3,c15062f8-9a2f-470c-8f7c-76d26914d370,9250b104-650d-4415-8479-9a215e269a93,successful,0.8004519386847397,a8288994-2560-4513-8554-3b16795f0172,c1416974-e1c6-4294-8f97-3341f0265c5c,2024-01-24 13:24:26,Far North,Maroua,b233518a0d4c436b4c22344c3c7bc3ab432b6da32f9dfca908494138bdde2ece
49,8077.0,money_transfer,agent,d2dbe9db-6efa-4a9d-89d4-aaf6b2ddf99f,a9acbbff-0d21-421d-8069-c75a2d698502,1404dc36-9c4d-4ca1-a34b-b4f0f11562d7,successful,0.2100267064182864,6e247a2a-7d1b-476e-b2ea-5adfc3e991f2,f4061635-0578-4651-b137-ca91f9df51dd,2022-02-22 19:08:42,Northwest,Bamenda,0ac08fdd3e00942783bffd855f0a479053cdd4c76d2cb0fb54c0c3497051aec9
50,5350.96,other,USSD,5cd78157-6fd9-4d92-86cf-476236f71151,4517e85a-d893-4c94-aa88-3c3d3fd69cb4,28e6a25d-6f61-49f1-8da6-d99743beaff0,failed,0.3190821877038203,61b30437-796f-4746-9bb8-eab5dadadebf,a70e2017-6a59-417c-9580-93fea223c56f,2023-02-10 23:11:41,North,Maroua,7b188f32e2d4c180189863a0e93373d27c02fd57b747452dfe64805f5769152d
51,3630.63,bill_payment,mobile_app,91a9e840-23a0-4ee2-a879-1393661ddb60,36ca07e0-b5d2-49d2-888f-a9155c54c3b3,e586d919-69a3-4ea2-b3fc-9968eb798f4f,successful,0.7470925726218063,4f1a078b-a080-449a-8ced-2c340fe4f25e,06becea9-3d71-4b56-a639-73abc8e3e9a7,2022-06-26 19:47:53,North,Bertoua,ada53724db6e8e04471864c496f1cbc5c9d0460be87631b2574adab2f9b022d3
52,6248.45,bill_payment,agent,07a169ad-251b-49c9-b73e-8c1890db4c92,06938089-f00b-438d-97c1-3dc35f70065e,f4d9c714-9cfc-4156-b710-8e6162bcbcc9,successful,0.941795268509044,63500ae1-6672-4739-b228-56fcd38672fb,dd0ee56c-34ee-448f-a77f-ae143d8b6476,2022-01-01 12:58:33,North,Garoua,f6a677a0f32cafb1ccd94cbf37536671ee24fd7fb3403a3388ac3c288aaec0d6
53,1101.82,other,USSD,79eb9a54-7ba6-4f07-97ec-4abf8188474d,293fc694-d0db-42d0-a912-e3e34b8e2447,5c5599b9-e4bb-4ea3-a5e9-7b224c95fc91,successful,0.612256494791122,7cd1e031-a1af-45f3-9eb6-da2cf19036cb,7c1da188-a9be-4c2d-af44-92f034cea1a1,2020-03-29 19:31:05,Far North,Limbe,a74351f3cef6ab2ccbec8a63a1db009df83be897d3fd355da49007f47fb23319
54,4848.44,bill_payment,USSD,7d481bc7-ebfc-4748-a706-b16d98c8205f,bff9a4d4-ad07-4acf-85f3-9eaf2a9241b9,07252ead-5503-41cf-bd82-0af7b3a99df8,successful,0.6212556357277103,bf9c37e4-6d51-4982-ac30-4acbc6e76b61,2e42208a-5b36-4d69-beab-715b3b44ce24,2018-01-11 01:20:29,South,Maroua,15ff6862183e55593f22b4173b7786eb4d3c9434cefd38f80c8159e020061ed9
55,8908.58,money_transfer,mobile_app,16abfbab-76c0-43f5-9273-cb3440223166,6b4afe19-3fc1-436a-aefb-7e5f238e7bcb,a5f33df8-fc62-4104-bc91-c4937afbd113,failed,0.5957452771724931,7a3679e7-2484-40f7-8ab1-97e5ec59833c,4469f77b-8077-4c10-9344-c45b0e6b11bd,2024-10-25 09:56:01,South,Maroua,4a0a969f9f9bfb6251d03357509ea576b0644dd6ee897a597dfdd0fd513a3817
56,9536.94,other,mobile_app,17fa8c20-dbc9-48ee-9c1e-51928e005915,e8597c36-a51e-4e91-ae61-8c1a94ffdfb5,c4756703-4a8f-4def-916a-9227bd0bcdea,successful,0.0482550368765086,77332b00-639b-4682-bec4-f0bd5ee2574f,29854541-13ab-49aa-85d3-3c76b2ec6e47,2015-10-08 20:56:16,West,Maroua,316d81b1991b58112d73c6fe546f09298f518b966b39fff591d75acaf76b810a
57,5480.03,other,agent,9b770fcb-83c5-4353-a79e-fc3cac8d1914,7a5bbd16-f438-4f69-bca3-98eee33819ec,6bf3cab8-2cf2-4e11-a4b9-b66106b248fd,successful,0.3259659058984527,8cee1d21-3238-4a7a-99b2-c62b8a4b17dd,af9375f9-5a4a-4a04-9326-4feb7af20f35,2021-05-14 13:56:14,West,Yaounde,98a85562624d5ef5a50a5816e069e9473bb79640895f468d31eb2f42a16ba11d
58,1367.58,bill_payment,mobile_app,fec71dc1-d009-4139-a311-aae1960ac924,45816e20-773f-4af6-b960-d3ce7f376f02,9112179f-9100-4fa5-9086-2ef4345c2053,successful,0.3988120291582731,ec068743-26a2-48fc-8431-d0eda07c7092,af42a20d-c9b0-4de5-b084-ad4c084d1ca8,2017-10-24 05:32:34,South,Garoua,b231857dd423d189b6f0b3082deb2fed3a86621ff1f6be0a45a1d3059edf767a
59,5813.97,other,agent,fe98c6a9-7edd-4f38-b546-edb7a1ab417d,8400316b-6fb3-4847-a196-0a83fa5bcb72,e71f176c-f19f-43cd-8e63-e7e724868c47,successful,0.1166233470155423,9fcf3d4a-4530-4715-a330-d4a3c1a60d27,b9d8b456-44b9-4646-88b2-9295ca5a8607,2021-02-26 00:54:42,Northwest,Bertoua,d728d560f6325ffe348b396862437aa37a3288b4e3bfdec3b0de196f084a7053
60,6142.2,money_transfer,agent,79ca236e-8f83-4438-8ebf-f46558ca5d97,94841de2-4ff8-49e3-9d13-652621361dfd,1a0548d1-d99d-4347-820f-e4b222dc7c80,successful,0.3744568299747441,e9fdefa1-e0ff-470e-bf95-c5afb2e17ee5,d8765960-b9ac-48c9-9294-765a8ea5e91a,2018-06-30 21:40:39,North,Douala,6430c39691249ff9da69be549ef335ab7548c01b5164c52c60499607f790d4e1
