App_ID,App_Usage,Time_period_Start_time,Time_period_End_Time,Duration_Usage_Period_Hours,Percentage_Use,Date_Time,Background_Traffic,Internet_Traffic,Cache_Size,App_Data_Size,Date_Time_Foreign_ID
0ab2109a-2a93-427e-af01-1d839e436ca2,8,2021-08-14 06:20:59,2021-08-14 21:20:59,15.0,51,2021-08-14 06:20:59,4021,8777,136,1130,99d43742db182017f2c3c7013f4fdc93cbd251e68c31558f94c899bf3fc35d39
181a93b8-6b16-402e-a1f0-b7ad25ffbf4c,28,2021-04-23 22:52:41,2021-04-24 19:52:41,21.0,40,2021-04-23 22:52:41,1798,7133,300,1354,2e5fb398cd61d259fc8c4136a205f8e53e0b7a9d3bcd4271a9e447b2fa1f420d
f0420433-1850-4a47-8f86-59602b112018,18,2024-09-29 09:44:52,2024-09-30 03:44:52,18.0,46,2024-09-29 09:44:52,1047,9698,416,1044,20585b24d70301c18c7e1a25b103658f8264899149a8841b465c8ac15081da10
5312f2c3-c3d6-44bf-b348-9a19174dc250,88,2017-04-29 10:00:59,2017-04-30 02:00:59,16.0,70,2017-04-29 10:00:59,2610,5502,180,308,55198e0404410811c7d18372761a08c4d38a371a99d62d7f5085e93bb5774696
e8699918-435e-4042-bda6-35996736c6b0,12,2015-08-24 03:05:17,2015-08-24 16:05:17,13.0,58,2015-08-24 03:05:17,643,8353,429,1822,cec50d8d544c79cbac9fe33289bd5073892035ab992b59b1bb0df2fe07cb325d
54e2aa97-a9ca-4eae-a047-de8714ba31c7,40,2021-01-03 12:43:51,2021-01-03 19:43:51,7.0,17,2021-01-03 12:43:51,1282,8607,208,1378,518a6ee1d4cb39f721365a7b1db7a45af5c6e053c4c1b04e74e33c28474aeea5
a06cc098-a96e-4840-84fd-5f713feed366,99,2015-02-16 00:31:27,2015-02-16 02:31:27,2.0,16,2015-02-16 00:31:27,1593,8274,376,382,4ae6e9015718d6d242172173e2e0fcca52fcec93bb3830ea9c3ca0918671d664
dcf1f4a0-12a7-4ccf-8b3e-bf1b69196dd3,16,2020-10-09 09:06:32,2020-10-10 08:06:32,23.0,97,2020-10-09 09:06:32,1970,3685,237,1268,0ae5099befed190a9bcb58e51df65135533ef877b7e0bd97430d22a9cdfecfe3
0d9e0062-bdcd-4e2f-8bbe-4e03f05c3754,98,2022-05-22 22:20:57,2022-05-23 11:20:57,13.0,85,2022-05-22 22:20:57,2343,4218,144,151,1541b69e027a920101f94fe5a690ce2a789636b8703549017a32638b4ffec657
72d458f4-1c29-4adc-b838-a4ee300e474c,83,2020-01-18 01:45:04,2020-01-18 04:45:04,3.0,60,2020-01-18 01:45:04,519,2489,499,383,ab53f34d451e766075ba03a32de8bfc596173628811e0f9f7ff695c7ea5a5b42
06f2968c-c5ea-4cd8-9782-8da575c76b7c,58,2022-06-19 09:47:04,2022-06-20 03:47:04,18.0,46,2022-06-19 09:47:04,3757,4791,205,471,f4f0fb87239346fdbc8265ce0d9c414690cdf802ce40df6c4a39d28d09aa12b4
ed54f7a3-017a-432e-975a-e0d27a1be71b,95,2023-02-10 04:42:37,2023-02-10 23:42:37,19.0,54,2023-02-10 04:42:37,4440,7282,191,153,376c95bf6a8ca7cbecf794f03986fe17b0ebd6cb031b9b1ac6871c88ede0ebee
1529f47d-9e22-4d30-b6fd-1ac5d433a167,20,2017-10-07 21:53:02,2017-10-08 11:53:02,14.0,16,2017-10-07 21:53:02,3253,4859,206,735,355c38d9506e96bace3f1e874defe6ebbe51e9634b178b28a1226c1cb8a0f1db
d7c7aad5-05e9-40f1-b195-ccb5d4cf9a65,83,2022-02-11 04:20:27,2022-02-11 23:20:27,19.0,75,2022-02-11 04:20:27,3690,2311,489,1609,68d40cc0f94bf20cccb6083055808978eacb9648a8cb9662d73438970d42cd2a
37db3338-53b0-4258-ab02-ee9acfe0ea61,57,2018-04-06 15:24:38,2018-04-07 01:24:38,10.0,41,2018-04-06 15:24:38,631,6917,316,255,0a94c7e20a98ae98f44a1b5e915e04d998d770523cf8015245e6b73ff12b0812
acb7f7f4-14e4-44b1-a222-aba28e27b09e,60,2022-08-07 21:45:28,2022-08-08 18:45:28,21.0,44,2022-08-07 21:45:28,4836,8727,438,1207,227b860814f3c2b1ad80e16fa128901ecda82fbc3fcb45935610db5050fc5373
b5443d26-a41b-4fec-ae24-c4b47bd1ba04,10,2024-12-30 04:35:43,2024-12-30 05:35:43,1.0,18,2024-12-30 04:35:43,294,6601,56,1303,e65513cf6d6554de6013d1797184b68fb40f74df03c54ab91f9248881b197632
5c9b5291-36d2-483e-8638-2cd37bc5e64b,98,2022-04-29 20:20:54,2022-04-30 07:20:54,11.0,10,2022-04-29 20:20:54,4125,2853,359,609,50cbd3a71c88fb60c74a949b411ceb0d1fa5b32bf5d4737624570d09b7c4cd89
c8d814be-3dce-4ed2-b2db-fe949b4e8289,29,2015-05-11 04:29:57,2015-05-11 17:29:57,13.0,94,2015-05-11 04:29:57,1953,4536,77,1677,452bc3f427818746d8213855949bb3a1779e68f0475251825f4fc5355fbb8d3b
281c50a2-2642-41af-8090-a7a7689c2f03,27,2019-09-04 00:35:15,2019-09-04 02:35:15,2.0,12,2019-09-04 00:35:15,3137,7544,81,1219,f95c3d0ccab85c04690b3def8a9dcf3e589268870893e1e7bc3f5161639379b2
20958ef3-154f-44ac-879e-e67d6d74b157,55,2018-05-07 19:21:04,2018-05-08 04:21:04,9.0,2,2018-05-07 19:21:04,4471,6997,131,1136,3f69aed03a925744901f82adbec5fcdd68c335b3702262c735bfbea58ca52d91
98ea2e13-8ee3-4ec2-95fb-95c015020836,78,2017-02-03 00:01:03,2017-02-03 21:01:03,21.0,76,2017-02-03 00:01:03,2567,1969,420,448,4da33f189b2b329796ba73b76c06d817c505845eb4b69e6cede6e68bac486f40
a3472f0b-7eb4-4e93-be48-01026becac92,20,2016-05-02 22:14:11,2016-05-03 21:14:11,23.0,5,2016-05-02 22:14:11,4929,4465,62,684,dc63e9518426c119fbf21e2f183c26d622c36bdccca785b3eae9aeeba3aad034
cffe3fce-cc4a-439e-9f35-cf1d07f4225e,7,2019-11-22 07:06:59,2019-11-22 13:06:59,6.0,93,2019-11-22 07:06:59,2682,1980,474,1489,da73061ab16df3ef2251b3082aeb012176a82d3636dbe188ae117f848a1ec908
2a9f57c1-2151-4410-a651-a8ab6462cdf7,31,2021-07-21 16:14:18,2021-07-21 17:14:18,1.0,80,2021-07-21 16:14:18,1432,3516,337,1698,1855778b8d081480a679f02eca6bdd96f4f0f8fac1ffdbd19c638b772349a34c
a378b54d-80eb-4652-8a2a-61709c12599b,54,2021-02-04 07:21:36,2021-02-05 04:21:36,21.0,4,2021-02-04 07:21:36,1779,7000,249,1813,312bc2ec6ef4a3acd9e23266571c9ab084da1c7073aa0b8a15d50f9c6e19794d
3d476c92-1114-4206-aec5-7bd1ba2df9d8,83,2016-06-18 16:59:06,2016-06-19 02:59:06,10.0,23,2016-06-18 16:59:06,4916,1974,281,1413,b2835cc8d521b0ba53c5df7ca37461f7387e3a03eb53f033318e07e1ebf99854
6aca109b-4b58-49f9-a09d-e0f37bebefb5,19,2021-06-24 23:46:25,2021-06-25 05:46:25,6.0,39,2021-06-24 23:46:25,4818,4120,271,394,1dc1e983aa21d70296f0a5b8011416a7a50e5e4532392a4fb54c27254fefd712
6df32eea-0eab-42e4-a94e-d28e796b6ae1,1,2015-10-29 14:09:10,2015-10-30 10:09:10,20.0,16,2015-10-29 14:09:10,3467,4583,491,623,250986bec97962b8217cb4ba4d70fd97546f14e2b3eb67a58c80cc2a0083d5c8
ee87e57e-df4c-4c05-bb3e-4e52a3ba34d1,48,2022-07-17 01:28:46,2022-07-17 06:28:46,5.0,89,2022-07-17 01:28:46,4928,8053,300,555,89f7c38c83887ddb863ed939a0641a8ea17fa64073716d859feaeb3bdb95be31
efd98833-bafd-4c85-acdb-5b6900618ce7,73,2024-04-24 02:16:01,2024-04-24 19:16:01,17.0,80,2024-04-24 02:16:01,1632,5696,116,182,4674be9658608f6c645a2ac1916e5374fa493d70e3cf6ac2fc3930a7d89892d5
88638ea0-a824-4bdf-9515-dfb47bc161cd,54,2017-07-31 12:18:19,2017-07-31 22:18:19,10.0,89,2017-07-31 12:18:19,4248,8282,484,615,cbd18f76bb5c6a0ad9e253c9e97d5142f6f462c9275f93fffab83001b1552630
ea3384e6-a52e-4a7e-baab-e6415676704e,22,2017-10-18 09:09:18,2017-10-19 08:09:18,23.0,19,2017-10-18 09:09:18,3236,9853,162,928,00e0e4ddac4f0bcc715c94d08173006a8082a85396af2c5723bd1c11022abe9e
0c6d6924-e51c-4f89-ba18-f0688959b73e,40,2024-05-23 07:46:36,2024-05-23 12:46:36,5.0,58,2024-05-23 07:46:36,2114,1889,78,112,ae01a6376d64398e6d83e5a0818d9809ee57d0d4f96f6188e340053562b32ecb
56b36077-cbd6-4eb6-94a4-1c65e4ba0ce5,52,2022-05-16 11:01:02,2022-05-16 18:01:02,7.0,5,2022-05-16 11:01:02,391,4985,405,1854,ce82d00991ecf9de02a49590eaf8b34c3e5911df4b93927f770de7ee3be09478
b1fc0266-6475-436b-be27-245abec4566e,87,2018-01-17 05:22:55,2018-01-17 11:22:55,6.0,65,2018-01-17 05:22:55,4283,5471,383,1892,c3156007e0623989f34b86d5db0f7d8b4394a6833296c438c770deb261d5aac5
7424c8f6-5d60-4123-aac2-e673414ab2b6,5,2021-03-12 06:56:40,2021-03-12 22:56:40,16.0,49,2021-03-12 06:56:40,2487,7284,63,1503,ef60867c235be345ad5e7786fdf047210c826b20c2aec5e339293b76f2267a23
08744c42-82df-435d-b0c9-3a653c5491ef,41,2017-04-02 16:49:16,2017-04-02 23:49:16,7.0,58,2017-04-02 16:49:16,1912,4581,223,1296,42c09305bdadd4f5c6a943b9d1a5aedb2a6c428501c9986175494bd9d8c915b9
052aab3f-28fc-4d4c-89fc-2be80f404527,5,2016-08-17 12:09:35,2016-08-17 13:09:35,1.0,85,2016-08-17 12:09:35,942,8168,190,179,7dbe58263f98bffd88c8d8489ceb14306fd2875f80ef2d75f744786a75ec3292
2995e597-11f7-4628-aac3-09b999733d57,32,2023-04-25 15:36:23,2023-04-25 17:36:23,2.0,70,2023-04-25 15:36:23,224,6816,267,1971,8a6a1af434a6e3172535b0e93c6304030b93b6c7389f6b2db45b996ae857dc8c
82c0f207-579b-4505-8355-dd0bc7134db7,89,2015-06-10 04:04:29,2015-06-10 16:04:29,12.0,16,2015-06-10 04:04:29,4668,8633,391,770,135dd44c8e410e28a12381a1d928336e1f9bf057d6a83d834c1a66f2a099ad3f
802c4524-778f-4c71-ae98-13e05d611fa0,76,2020-02-05 21:20:31,2020-02-06 18:20:31,21.0,40,2020-02-05 21:20:31,4532,7374,146,874,fc796665bd2fde832c3a90db5dd52feaa00d48510cd4d7b40eafa08ffe18db81
8df73ec8-a2e5-4658-b8b0-7665774a7760,70,2023-04-29 07:20:15,2023-04-29 09:20:15,2.0,16,2023-04-29 07:20:15,2681,5269,156,1756,2945d8158101157b4f3e4938232f29a3da371059cb7ae06a981cc28505ca2e80
daa346cf-f20d-46bd-9349-9ebe26e193c2,42,2021-03-25 19:40:45,2021-03-26 18:40:45,23.0,89,2021-03-25 19:40:45,4821,6644,449,1052,4116778d071a5f357de0d353b8ec8df600d1ffe3fee5d01aca84a2bc757238bd
9a088eb3-4f39-4e6b-8eb9-053b1f6d29a2,7,2020-08-29 13:12:58,2020-08-30 13:12:58,24.0,54,2020-08-29 13:12:58,2887,9707,44,997,abde405506a4def6ac3e077a171fda445e8f70ba0358e15cfb74db1885fd2cd7
3b8c26ba-98f4-4d1f-8b1b-7443dab39a5a,34,2017-11-27 18:58:44,2017-11-27 20:58:44,2.0,18,2017-11-27 18:58:44,4578,9358,204,1578,6260c828f38064859bc261e5cddc784529ddfedc4654c60f0098c932bfcd9a0d
0f716199-e72c-4a46-80db-9dd8817954a8,12,2019-11-05 01:51:11,2019-11-05 23:51:11,22.0,73,2019-11-05 01:51:11,4541,7791,96,1566,5cf52418095edd1156eb6c5b6efa8a735051a0990a29d7c55d2058becf2496f2
ac587776-311b-4459-9f0c-eb49d7d17aa8,1,2022-12-06 07:34:33,2022-12-06 13:34:33,6.0,53,2022-12-06 07:34:33,3024,5105,24,193,d063de117d00f09d61c73e3230d476f147a0dccb0dc6993beb5b90339958c270
2e9a76b0-cb19-44ad-b9cb-e344aaa161cc,84,2023-01-08 05:34:33,2023-01-09 05:34:33,24.0,48,2023-01-08 05:34:33,3093,6400,197,1802,6050bc5e15b16cb76146e7877c05dcab6aff0a0c39c1dc6a0b377cf277279628
513cd063-070c-4835-ad3c-ca8bbed2dc8a,63,2023-10-02 18:11:26,2023-10-03 08:11:26,14.0,68,2023-10-02 18:11:26,714,6152,282,1345,5dcd66dc4cda962246e7c7dcded21e783afda3a93d5e26ce3b5f111a24944b20
9d6b6386-dfbc-43eb-9af8-432dda36c679,12,2023-01-17 19:41:53,2023-01-18 15:41:53,20.0,95,2023-01-17 19:41:53,2098,6429,289,1733,a9a95eb803bb794e9aeddb389bbc73459835a27446a3c1630ebeb48036e13073
702b1c5c-b2b5-47c1-8aa5-e1c5ea9043ba,41,2015-02-14 07:17:15,2015-02-15 01:17:15,18.0,96,2015-02-14 07:17:15,3945,2345,28,1690,827339598fb3547b0ec568244d2c9087a32aff38a602c30993dca0818d8398b5
dc0a975e-4496-4f3c-ad37-c5169aa0a04f,91,2022-11-05 17:03:15,2022-11-06 04:03:15,11.0,6,2022-11-05 17:03:15,4672,7576,434,1881,0db2df5a2067a34300965d148b07b19b6a7fbe012e747dea00b034106be5f3c0
5a1d081c-7bc0-4972-b53a-33c9f0174891,69,2021-01-21 05:15:56,2021-01-21 23:15:56,18.0,15,2021-01-21 05:15:56,3876,3223,489,1287,083dbb02b70203a34edf739859c9a960c0a84bfa9708a7bc49c77cd50ca1badf
0b37e421-9a28-484b-81a6-afc5bd7aa0d9,94,2021-07-30 21:02:05,2021-07-31 02:02:05,5.0,11,2021-07-30 21:02:05,4356,7354,349,1160,fe936583dc4544ae4b0ffbcc49438b8e67e22d69bcad306cbabea458449322fd
ec1bc025-bd87-4e61-b002-a2c884197bba,58,2024-04-18 12:21:19,2024-04-19 10:21:19,22.0,90,2024-04-18 12:21:19,2121,3438,49,1544,909afe32228eee8e7dc01b4c7b5fd7f9e7ad974d9884ab2619194f3bf55276dd
1e2bac53-52e3-4510-8f4a-5ca6eec2c015,52,2023-01-20 07:53:18,2023-01-20 23:53:18,16.0,84,2023-01-20 07:53:18,4890,8295,198,1772,3aac8214bd8fdc7adaa275d0bf69a3f6900fcfefdaf7e753903346d2a9553257
9c5ed4fb-6417-4ac2-ad7e-ada4cd06c316,70,2015-06-30 01:31:17,2015-06-30 07:31:17,6.0,27,2015-06-30 01:31:17,4697,2569,375,147,a61a555a5b6121e16eac5cbde33a74a05db074b5588fca13fba54648d4dc7f33
741ca0c5-c7d3-4232-b2e9-61af7ad8119b,34,2021-11-18 16:56:16,2021-11-19 11:56:16,19.0,9,2021-11-18 16:56:16,2789,6209,190,679,9556d0555082bd0ac06089a9d939028bbb1cd801074e1d515b270ccd0c989197
d65f9e7d-d0dd-4eab-af17-374c2020503e,76,2016-08-24 21:53:08,2016-08-25 04:53:08,7.0,94,2016-08-24 21:53:08,3542,6780,113,914,819eca35e4493483822911165fccc71ed8ce3be7d545ab5393ed9336c60244de
67f725ec-d6ed-4c50-ab6a-9d62a409e9a7,96,2023-06-01 19:06:57,2023-06-02 03:06:57,8.0,35,2023-06-01 19:06:57,3240,5898,425,731,09684217fb62cd92fffb538913b95a8e836b12ba810f904ce5b58183ea0bb2cf
cc6a5571-ab0c-4bad-9f06-ce5783d0d2fd,93,2021-01-01 16:07:31,2021-01-02 14:07:31,22.0,9,2021-01-01 16:07:31,1943,8926,56,114,b836f4fd90fd633d81258ce07338a8307d7fed63deebf3cb7a33215bc14a3a8d
243f25ae-4f2a-400b-8a4b-1762adc95dd9,25,2024-02-02 18:36:14,2024-02-03 15:36:14,21.0,57,2024-02-02 18:36:14,1910,3279,50,1086,b10385f0a23691d0322e493e8404e1069c9135b9be1702f73626781e4a43d670
fa4ffef4-6640-43b3-8e21-030345981049,83,2015-11-02 10:09:02,2015-11-02 18:09:02,8.0,74,2015-11-02 10:09:02,328,3711,414,1264,d26f91a3085b8708351c2188e45c53ca2145fc38650237b419487a0ee41e85d9
615ae0b8-e4d0-4b86-a0d2-863a7b0791e1,40,2017-07-30 18:14:33,2017-07-31 04:14:33,10.0,36,2017-07-30 18:14:33,1164,8717,178,1042,2c1f5c14aa3e564e89ebc9ff84e875a67d222529126aa4980d157922115fb6a3
d0eb7678-afc3-4343-a8aa-726e44f6b305,76,2019-03-03 01:18:43,2019-03-03 04:18:43,3.0,9,2019-03-03 01:18:43,2148,6214,423,1230,306bb184727faa978d6d892e3ac47f77931aacd6a8e2571156bf1eb0e08b73cd
505fe2e9-2ea5-4a0f-8a39-1671a5f41d5f,50,2019-06-12 18:06:22,2019-06-13 18:06:22,24.0,99,2019-06-12 18:06:22,4650,5775,73,1461,b26dedb26df593202630c7ed4968238aadb1c4ece4a15fd1bf3f4eebeea85c4b
c4dee9c6-8524-4c06-84dd-fd20ac089152,14,2016-11-06 21:40:12,2016-11-07 08:40:12,11.0,85,2016-11-06 21:40:12,4255,7925,449,262,2088d306b968e1acd8a36e668f4ef1edfccee2d8a54f5f18deadcb961e448158
6b3ac867-2eec-47a2-b39a-ba94e20870c9,49,2015-03-05 13:25:18,2015-03-06 02:25:18,13.0,80,2015-03-05 13:25:18,871,2554,334,1712,45acb42d01db3e6dd889d40aba341a2c463e974128172dbe09040834d75fdabd
96ceef68-5b0c-48fd-ad82-4a77c5f179e8,5,2018-07-02 13:02:23,2018-07-03 00:02:23,11.0,4,2018-07-02 13:02:23,1340,6721,386,1230,8698ca60c7b583d699ade7a34024fcf7130ffb5d063be2641061043628549f98
17a68e1f-d362-4916-a8b2-9ca569325081,76,2023-08-12 13:47:11,2023-08-13 00:47:11,11.0,97,2023-08-12 13:47:11,3792,8130,360,1611,5fe74934414c0c8d9a341ab879f98557fedf988d7e82f9487da7fa7aa147c92c
7ef5a4fd-746c-43f0-b3bd-604b93eeeac6,68,2023-01-05 10:07:01,2023-01-05 20:07:01,10.0,75,2023-01-05 10:07:01,3413,5538,151,669,3c3aaa665cdc34b1f908aa684d736765c67adbb4d266979c46d1e3177bdce7df
6a556c45-9076-4251-bd79-755d45721b80,99,2017-09-19 04:03:08,2017-09-19 23:03:08,19.0,10,2017-09-19 04:03:08,3459,2875,418,268,6d7749f937f45e8f8a822e5129874df2bd1ece71ac6b16f1d8ec1ec9d981ace7
39e38ce2-f6a1-4685-9668-e4ccf2a79052,98,2015-06-20 02:23:12,2015-06-20 16:23:12,14.0,18,2015-06-20 02:23:12,1942,2169,391,1573,c71a36496eb7763be8d5d6ca6db8babcf20c69f24761e1c4a88e4c99ee275668
988a3284-adbe-441d-8bd4-e69db7721491,73,2017-06-30 02:42:31,2017-06-30 12:42:31,10.0,8,2017-06-30 02:42:31,2392,1909,249,1063,32c3742cf50c077cfce102ac6aaac7c7f597adf6abaaf1134dafbb3875de9dc2
03d4fefa-a21c-4fcb-b806-b51b21075639,15,2021-09-16 00:59:53,2021-09-16 17:59:53,17.0,80,2021-09-16 00:59:53,3499,8458,493,765,0dbc014f1dfba77060e0ff64baeb3d11bcf529d443a1d9a24c4cbb1379fee662
6b6d3641-b1df-46d7-aeca-798f1dab60dd,26,2022-01-17 17:11:42,2022-01-17 19:11:42,2.0,72,2022-01-17 17:11:42,979,9200,193,167,380249599b0672b6e8ee01d2cdaf166bce441c7c56b15f80d7b4a77149ddc3ad
304ac8f1-3a38-4f5a-9f2b-eed626be93bb,79,2017-04-05 05:19:24,2017-04-05 09:19:24,4.0,73,2017-04-05 05:19:24,645,8770,171,918,0477c7beab5fc4c31f631f7e0a97ca859db9aa38e9781366a27ff36a376277cd
a9f706ac-2576-45a4-83a1-3d764a025161,24,2021-11-02 06:47:12,2021-11-02 16:47:12,10.0,88,2021-11-02 06:47:12,4681,9360,487,1644,6ddbc5479d408ae93e894e8556fbcdd4aa231b78a3e8fa92b9f5f62c3ad00f65
c8fc97fa-5fa7-479c-ad2f-6fe78188a1b2,89,2023-09-04 10:05:48,2023-09-05 02:05:48,16.0,41,2023-09-04 10:05:48,1343,5983,242,1027,5d283085d1343a16f8643681aab5fe8ab62200cf5c6e6933e2298db467c01a67
5202211d-be66-4132-a042-9450cff11f77,32,2020-09-16 08:34:10,2020-09-16 10:34:10,2.0,39,2020-09-16 08:34:10,3196,5383,113,379,c1d1d64a01abe6dc1e4e4069a8f9b4b1320f8d4030f5c80a6d1a1d39d1eaa88f
44df7b5f-f06c-4916-a803-305d08e72a0e,29,2023-06-30 09:59:21,2023-07-01 00:59:21,15.0,86,2023-06-30 09:59:21,3961,8652,477,1519,12edffb2edacc8d1a8c3fdfae706805e5f526c364d6a9000cb51acc72429e6ab
1ac78ea6-03f4-489f-9aa9-b7358da811bd,92,2023-07-31 06:27:57,2023-07-31 14:27:57,8.0,28,2023-07-31 06:27:57,765,2298,172,1070,418e0e86ca531816fadce8af8b3cf06b26b14f019cbc2c42d1c51e94147dbc52
ff387e89-d7f5-4db1-bf8e-d5b28aa8f43b,5,2022-10-22 20:13:30,2022-10-23 19:13:30,23.0,28,2022-10-22 20:13:30,4104,3939,113,1416,22393f1a7cced4b72112ea9d8311e43700d677a93dc41872236524b7803fce2a
5769c140-8cab-496a-973d-039d58224ffd,72,2017-05-15 03:54:44,2017-05-15 05:54:44,2.0,83,2017-05-15 03:54:44,3657,3516,239,417,06a1e835351ec19902baa91c65e42269d8f82764326605b4da81841bdcc4a029
720d5d82-0e1d-496f-b2ed-77d527bef0e8,89,2019-10-04 02:07:20,2019-10-04 11:07:20,9.0,21,2019-10-04 02:07:20,3443,2905,245,215,43ef4c2541b7a695ab55f0442c987e68cf743c324fb5886a583ffb01b7372f4c
e2c2e828-2b0c-4712-8bf4-c30556b55d11,71,2017-05-18 00:24:41,2017-05-18 19:24:41,19.0,1,2017-05-18 00:24:41,487,8137,249,252,f45e359ce8dddd9813841ca998004255c26908a4687a9ce3b7bfed02b6166f2d
efdad7ff-2df0-43d4-9bf5-d6860da52949,20,2017-01-18 07:04:21,2017-01-19 04:04:21,21.0,11,2017-01-18 07:04:21,1858,9164,347,234,e1d8810ac32621c8e3f2d90fca6cb611ea57bfdd9fc5b178e27636f33ffc941e
ffb00177-e8c0-4f7c-9a88-8aa0bbef8ce9,77,2019-02-13 12:33:41,2019-02-13 17:33:41,5.0,21,2019-02-13 12:33:41,396,1175,261,429,ec457d0bbe6ec969685a5acacbdb7001f133c5d814e17421747075bc0ca313a0
0451082a-71fa-40b1-86b3-a3c84f418876,62,2016-02-07 08:37:22,2016-02-07 15:37:22,7.0,8,2016-02-07 08:37:22,1394,7030,358,715,6b19ba6f13beb2695b1ed5d00c3d0c2f79e70b26ccc9e5a74dee4b3e9496c154
8264eba4-a9e5-491c-8dfe-ac04c16d27e6,91,2021-07-26 18:58:41,2021-07-27 11:58:41,17.0,14,2021-07-26 18:58:41,851,6551,108,340,c9f2172c68d5d6e9bdf1065c1d9e1d3508155396d8230c005e08d1ed80a82fa2
9eacdddb-7d87-49cf-9088-8f293cab6a45,30,2017-09-26 22:23:59,2017-09-27 03:23:59,5.0,47,2017-09-26 22:23:59,1776,4988,199,1103,5624fbdef5a335d4ffe26afd05a656f70524706e11ee75693c14fd381bd3c3f6
51dd861e-0339-41a1-b841-f0a95c3fb395,9,2019-04-18 23:32:46,2019-04-19 15:32:46,16.0,71,2019-04-18 23:32:46,2822,8783,338,1863,f9a524f0c3c858e9fb04c2e7d178d4314a951ee5e6c6f5ae8f655f84542b95f1
